Network,Network,Assortivity,GFD1,GFD2,GFD3,GFD4,GFD5,GFD6,GFD7,GFD8,GFD9,GFD10,GFD11,GFD12,GFD13,GFD14,GFD15,GFD16,GFD17,GFD18,GFD19,GFD20,GFD21,GFD22,GFD23,GFD24,GFD25,GFD26,GFD27,GFD28,GFD29,Hawkes,Eigen,SIS,LOG_Hawkes,LOG_Eigen,LOG_SIS
12,karate_network_12,-0.34515,-1.68468,-2.6889,-1.27027,-1.20477,-2.34744,-1.55117,-2.34744,-3.82456,-1.26306,-0.542845,-0.822682,-1.11501,-1.67024,-1.072,-2.7702,-1.25714,-1.37637,-2.55349,-1.72419,-2.45042,-1.93247,-2.50234,-3.12559,-2.22613,-2.61148,-3.60271,-2.97946,-4.30168,-4.30168,51.424,6.9588,19.225,1.711165855,0.842534355,1.283866348
13,karate_network_13,-0.1991,-1.64943,-2.46283,-1.26029,-1.19856,-2.62958,-1.48478,-2.14939,-3.18774,-1.23238,-0.588022,-0.910217,-1.07585,-1.52136,-1.01906,-2.83928,-1.58903,-1.20721,-2.42662,-1.57495,-3.60271,-2.11135,-2.17135,-1.91251,-2.17783,-2.69962,-2.18111,-3.69962,-2.85452,-3.82456,2272.2,7.3861,55.127,3.356446556,0.868415183,1.741364359
14,karate_network_14,-0.31754,-1.6953,-2.65823,-1.31536,-1.18177,-2.65823,-1.45411,-2.2189,-3.30168,-1.18774,-0.599509,-0.903567,-1.09163,-1.44074,-0.980912,-2.54581,-1.52208,-1.22322,-2.07637,-1.74297,-3.09756,-2.03923,-2.35229,-2.14634,-2.08949,-2.65823,-2.3572,-3.18774,-3.30168,-4.30168,122.63,7.0838,26.758,2.088596728,0.850266291,1.427453649
15,karate_network_15,-0.28682,-1.67947,-2.57741,-1.26987,-1.19583,-2.60271,-1.44737,-2.07896,-3.30168,-1.22033,-0.586765,-0.931168,-1.05617,-1.53009,-0.988025,-2.64847,-1.60011,-1.21142,-2.23722,-1.62499,-3.18774,-2.09486,-2.13733,-2.3826,-1.93433,-3.09756,-2.46917,-3.12559,-3.39859,-4.30168,185.76,7.133,30.75,2.268952202,0.853272224,1.48784512
16,karate_network_16,-0.26411,-1.72419,-2.62958,-1.26705,-1.17979,-2.53083,-1.46853,-2.22613,-3.2225,-1.21072,-0.618364,-0.865359,-1.06363,-1.62316,-1.00261,-3.02293,-1.3884,-1.25246,-2.38787,-1.62958,-2.95926,-2.11699,-2.23722,-2.10856,-1.97946,-2.57741,-2.48214,-2.79653,-2.93995,-4.30168,475.87,7.2352,40.044,2.677488327,0.859450541,1.602537453
17,karate_network_17,-0.26144,-1.60445,-2.4955,-1.28674,-1.18707,-2.6889,-1.43128,-2.17458,-3.26029,-1.25208,-0.589284,-0.918584,-1.05518,-1.49145,-0.98634,-2.82456,-1.59582,-1.21782,-2.28884,-1.67125,-3.07123,-2.18774,-2.26425,-2.26425,-1.88338,-2.93995,-2.42087,-3.2225,-3.2225,-4.30168,376.8,7.2109,37.642,2.576110894,0.857989473,1.57567269
18,karate_network_18,-0.26099,-1.61326,-2.45658,-1.29266,-1.21354,-2.73348,-1.44375,-2.1618,-3.34744,-1.21782,-0.604277,-0.933766,-0.988025,-1.52498,-0.964821,-2.85452,-1.65724,-1.2425,-2.16814,-1.61684,-3.45658,-2.10856,-2.40959,-1.98362,-2.11984,-2.97946,-2.34744,-4.00065,-3.30168,-3.60271,239.5,7.1609,33.503,2.379305518,0.854967609,1.525083697
19,karate_network_19,-0.33714,-1.68259,-2.6889,-1.28091,-1.21532,-2.61148,-1.54126,-2.27638,-3.52353,-1.15031,-0.56425,-0.886708,-1.10717,-1.43658,-0.992051,-2.61148,-1.48478,-1.33648,-2.26029,-1.73583,-2.82456,-2.08684,-2.55349,-2.34264,-1.97535,-2.82456,-2.63892,-3.30168,-3.82456,-4.30168,47.988,6.9467,18.507,1.68113265,0.841778544,1.267336025
20,karate_network_20,-0.22537,-1.67637,-2.56929,-1.29393,-1.20097,-2.7219,-1.46917,-2.17135,-3.15555,-1.30255,-0.589789,-0.930244,-1.0048,-1.5121,-0.973913,-3.2225,-1.59241,-1.21213,-2.40959,-1.57171,-3.39859,-2.16496,-2.30168,-1.99848,-1.93061,-3.00065,-2.44435,-3.02293,-2.95926,-4.30168,497.37,7.2382,40.959,2.696679586,0.859630579,1.612349345
21,karate_network_21,-0.26055,-1.71509,-2.54581,-1.3235,-1.23498,-2.82456,-1.40296,-2.13733,-3.15555,-1.24554,-0.613974,-0.941466,-0.991838,-1.4597,-0.924011,-3.04641,-1.67534,-1.19719,-2.13436,-1.61237,-3.69962,-2.32396,-2.42087,-2.06868,-1.93995,-2.79653,-2.40959,-3.12559,-3.18774,-4.30168,273.78,7.176,34.837,2.437401719,0.85588243,1.542040749
22,karate_network_22,-0.28237,-1.68678,-2.61148,-1.29308,-1.23238,-2.59411,-1.43539,-2.13733,-3.15555,-1.20512,-0.602798,-0.944509,-1.02065,-1.49011,-0.954741,-2.67843,-1.53083,-1.22322,-2.31045,-1.72304,-3.09756,-2.01388,-2.34744,-2.19109,-1.89514,-2.69962,-2.42087,-3.30168,-3.69962,-3.69962,208.93,7.1464,32.075,2.320000804,0.854087321,1.506166665
23,karate_network_23,-0.35406,-1.64176,-2.51635,-1.2254,-1.17199,-2.65823,-1.55661,-2.3572,-3.69962,-1.13113,-0.561871,-0.848975,-1.13703,-1.49482,-1.03474,-2.55349,-1.42952,-1.42604,-2.28049,-1.80753,-2.90374,-2.04161,-2.45658,-2.62044,-2.05126,-3.12559,-2.93995,-3.45658,-4.30168,-4.30168,39.585,6.9122,16.934,1.597530649,0.839616296,1.228759555
24,karate_network_24,-0.25921,-1.63423,-2.59411,-1.27027,-1.19345,-2.47561,-1.43069,-2.18774,-3.60271,-1.25714,-0.612283,-0.942795,-1.0168,-1.54277,-0.958666,-2.87032,-1.52498,-1.21213,-2.3932,-1.62135,-3.09756,-2.00283,-2.40405,-2.1227,-1.93995,-2.73348,-2.4955,-2.97946,-3.26029,-4.30168,384.91,7.2127,38.046,2.585359194,0.858097869,1.580309004
25,karate_network_25,-0.3171,-1.61863,-2.67843,-1.27068,-1.17653,-2.51635,-1.53453,-2.26826,-3.39859,-1.18574,-0.581853,-0.878927,-1.10275,-1.57823,-0.991625,-2.52353,-1.38104,-1.31581,-2.3932,-1.73114,-2.61148,-2.01388,-2.43836,-2.4955,-1.98571,-2.83928,-2.63892,-3.60271,-3.82456,-4.30168,97.139,7.053,24.769,1.987393628,0.848373884,1.393908473
26,karate_network_26,-0.3594,-1.68784,-2.69962,-1.25246,-1.1874,-2.30605,-1.5709,-2.45658,-3.69962,-1.19754,-0.56298,-0.85561,-1.13703,-1.50372,-1.0168,-3.18774,-1.27027,-1.44677,-2.36216,-1.76893,-2.32396,-1.96522,-2.85452,-2.41519,-2.17458,-2.56132,-2.74538,-3.2225,-4.30168,-4.30168,46.076,6.9408,18.223,1.66347477,0.84140953,1.260619875
27,karate_network_27,-0.30374,-1.66021,-2.61148,-1.2723,-1.20616,-2.53825,-1.46853,-2.30168,-3.18774,-1.23201,-0.569931,-0.907054,-1.03077,-1.49145,-0.970254,-2.97946,-1.52281,-1.3436,-2.23722,-1.64654,-3.04641,-2.07379,-2.65823,-2.3572,-2.08684,-3.04641,-2.56132,-3.26029,-3.60271,-4.30168,79.863,7.0253,23.112,1.90234562,0.846664875,1.363837529
28,karate_network_28,-0.33803,-1.73465,-2.75761,-1.2859,-1.23164,-2.75761,-1.50719,-2.34264,-3.39859,-1.18707,-0.554969,-0.89856,-1.02914,-1.47496,-0.973301,-2.61148,-1.58318,-1.36416,-2.2723,-1.70071,-3.2225,-2.11984,-2.73348,-2.1227,-2.06363,-3.2225,-2.41519,-3.69962,-3.45658,-4.30168,47.308,6.9442,18.405,1.674934588,0.84162222,1.264935822
29,karate_network_29,-0.26411,-1.68573,-2.6889,-1.30429,-1.18874,-2.60271,-1.45042,-2.2335,-3.39859,-1.22178,-0.600631,-0.932651,-0.998701,-1.53676,-0.930983,-2.90374,-1.58903,-1.2444,-2.23722,-1.69962,-3.2225,-2.13733,-2.46917,-2.11699,-1.98571,-2.82456,-2.52353,-3.12559,-3.69962,-3.82456,193.87,7.137,31.473,2.28751061,0.853515697,1.497938142
30,karate_network_30,-0.24764,-1.62316,-2.46283,-1.30648,-1.22142,-2.66821,-1.42201,-2.15555,-3.52353,-1.24937,-0.633388,-0.920024,-1.02156,-1.54581,-0.915717,-2.85452,-1.57171,-1.20547,-2.11984,-1.60795,-2.87032,-2.00721,-2.42087,-2.34744,-1.8768,-2.60271,-2.57741,-3.07123,-3.52353,-4.30168,380.4,7.2107,38.361,2.580240508,0.857977427,1.58388992
31,karate_network_31,-0.30641,-1.73939,-2.6889,-1.2463,-1.19925,-2.62958,-1.4272,-2.19447,-3.52353,-1.12908,-0.581853,-0.96223,-1.03923,-1.5065,-0.978223,-2.7219,-1.60708,-1.25091,-2.23722,-1.71622,-3.34744,-2.2298,-2.37226,-2.18441,-1.98781,-3.09756,-2.43836,-3.34744,-3.45658,-4.30168,127.92,7.0888,27.118,2.106938451,0.850572724,1.433257656
32,karate_network_32,-0.32333,-1.57495,-2.73348,-1.20062,-1.16591,-2.38787,-1.5058,-2.33789,-3.52353,-1.18309,-0.580943,-0.891748,-1.05691,-1.52643,-1.04689,-2.59411,-1.44737,-1.31357,-2.42662,-1.83039,-2.93995,-1.99633,-2.30168,-2.4955,-2.10302,-3.02293,-2.62958,-3.69962,-3.52353,-4.30168,75.742,7.0184,22.449,1.879336769,0.846238116,1.351197
33,karate_network_33,-0.30018,-1.62499,-2.56929,-1.26068,-1.22577,-2.73348,-1.49686,-2.31491,-3.18774,-1.23201,-0.560766,-0.921832,-1.06088,-1.48082,-0.966223,-2.81032,-1.53009,-1.31625,-2.14634,-1.74297,-2.93995,-2.02984,-2.57741,-2.1227,-2.06363,-2.95926,-2.48877,-3.82456,-3.45658,-4.30168,86.822,7.037,23.809,1.938629786,0.847387551,1.376741155
34,karate_network_34,-0.34292,-1.65823,-2.7702,-1.25989,-1.14302,-2.37226,-1.52789,-2.35229,-4.00065,-1.1323,-0.590971,-0.830536,-1.08843,-1.53527,-1.09056,-2.60271,-1.36718,-1.34937,-2.67843,-1.81313,-2.34264,-1.97127,-2.40959,-2.61148,-2.14031,-2.65823,-2.81032,-3.18774,-3.60271,-4.30168,61.236,6.9867,20.738,1.787006814,0.844272096,1.31676687
35,karate_network_35,-0.22137,-1.59753,-2.45658,-1.26425,-1.21425,-3.07123,-1.41916,-1.99205,-2.92147,-1.22613,-0.620892,-0.911099,-1.06565,-1.46157,-1.00217,-2.85452,-1.79925,-1.20512,-2.28049,-1.46346,-3.60271,-2.36216,-2.03217,-2.09486,-1.84836,-3.04641,-2.21532,-3.00065,-3.30168,-4.30168,1256,7.3303,49.464,3.098989639,0.865121749,1.694289233
36,karate_network_36,-0.18218,-1.56608,-2.40959,-1.24937,-1.19447,-2.6889,-1.42144,-2.14634,-2.81032,-1.19651,-0.643479,-0.926933,-1.0542,-1.44074,-0.992903,-2.85452,-1.66922,-1.17947,-2.3332,-1.64272,-3.45658,-2.32855,-2.06868,-1.78317,-2.19447,-3.00065,-2.05126,-4.30168,-2.7702,-3.52353,4936,7.4577,62.19,3.693375151,0.872604909,1.793720557
37,karate_network_37,-0.33046,-1.69315,-2.66821,-1.24516,-1.19925,-2.58568,-1.49686,-2.27638,-3.45658,-1.14939,-0.568725,-0.906879,-1.13703,-1.51635,-0.994185,-2.55349,-1.41182,-1.29266,-2.36216,-1.74297,-2.78317,-2.0842,-2.47561,-2.3932,-2.00065,-2.65823,-2.57741,-3.15555,-3.82456,-4.30168,79.708,7.0265,22.933,1.901501912,0.846739051,1.360460871
38,karate_network_38,-0.27391,-1.57252,-2.50234,-1.26147,-1.16243,-2.59411,-1.47951,-2.07123,-3.2225,-1.26906,-0.597101,-0.892594,-1.10165,-1.5323,-1.04448,-2.62044,-1.4572,-1.22723,-2.40959,-1.62316,-2.74538,-1.98571,-2.05371,-2.32855,-1.98153,-2.65823,-2.29736,-3.82456,-3.45658,-3.82456,479.15,7.2364,39.209,2.680471492,0.859522565,1.593385766
39,karate_network_39,-0.33179,-1.65235,-2.6889,-1.27108,-1.15835,-2.3932,-1.47561,-2.25246,-3.39859,-1.14061,-0.629214,-0.864248,-1.08131,-1.54353,-0.967428,-2.78317,-1.38208,-1.34696,-2.35229,-1.67329,-2.3826,-2.03923,-2.46283,-2.45042,-2.15555,-2.58568,-2.93995,-3.00065,-3.82456,-4.30168,74.872,7.0167,22.557,1.874319434,0.846132909,1.35328134
40,karate_network_40,-0.34159,-1.71285,-2.75761,-1.25714,-1.15804,-2.52353,-1.50096,-2.31941,-3.69962,-1.15804,-0.586095,-0.877453,-1.09756,-1.4955,-0.982159,-2.73348,-1.37226,-1.39805,-2.29736,-1.75514,-2.7702,-1.94757,-2.7702,-2.45658,-2.15555,-2.57741,-2.88671,-3.15555,-3.52353,-4.30168,56.653,6.9746,20.016,1.753222912,0.843519305,1.301377292
41,karate_network_41,-0.38478,-1.67843,-2.67843,-1.26745,-1.17458,-2.3932,-1.64943,-2.56132,-3.60271,-1.08763,-0.536683,-0.829363,-1.21284,-1.51635,-1.05518,-2.27638,-1.32304,-1.55505,-2.48877,-1.81313,-2.64847,-1.94757,-3.00065,-2.50929,-2.30605,-2.63892,-2.83928,-3.52353,-3.45658,-4.30168,32.027,6.8712,15.265,1.50551626,0.83703259,1.183696809
42,karate_network_42,-0.35094,-1.7382,-2.71062,-1.28008,-1.21072,-2.56929,-1.57009,-2.34264,-3.69962,-1.11841,-0.564091,-0.8263,-1.19278,-1.45349,-1.03899,-2.4955,-1.40515,-1.3078,-2.42662,-1.75023,-2.88671,-2.02752,-2.30168,-2.74538,-2.16496,-2.64847,-2.66821,-3.39859,-4.30168,-4.30168,53.129,6.9643,19.457,1.725331642,0.842877471,1.289075879
43,karate_network_43,-0.28192,-1.58318,-2.56132,-1.29181,-1.18908,-2.62044,-1.41406,-2.25246,-3.18774,-1.22286,-0.600027,-0.929321,-1.03334,-1.48743,-0.97514,-2.87032,-1.54581,-1.2425,-2.3826,-1.65332,-3.26029,-2.1618,-2.50929,-2.02522,-2.08684,-2.74538,-2.41519,-3.26029,-3.2225,-4.00065,290.69,7.1835,35.135,2.463430092,0.856336096,1.545739958
44,karate_network_44,-0.32957,-1.69423,-2.65823,-1.2834,-1.20097,-2.71062,-1.46981,-2.28049,-3.60271,-1.21319,-0.570253,-0.906355,-1.03193,-1.50929,-0.967831,-2.69962,-1.61594,-1.25402,-2.37226,-1.69854,-3.34744,-2.20826,-2.3774,-2.30605,-2.03217,-3.00065,-2.58568,-3.39859,-4.00065,-4.30168,63.866,6.9934,20.826,1.805269717,0.844688369,1.318605864
45,karate_network_45,-0.27124,-1.66419,-2.6889,-1.31179,-1.20338,-2.48214,-1.46726,-2.2298,-3.39859,-1.25402,-0.577979,-0.897532,-1.06088,-1.4828,-0.989081,-2.71062,-1.46917,-1.2727,-2.29736,-1.71062,-2.56929,-1.98781,-2.43245,-2.16814,-2.02065,-2.62958,-2.67843,-3.39859,-3.2225,-4.30168,243.89,7.1633,33.559,2.387193994,0.85511314,1.525809011
46,karate_network_46,-0.26678,-1.6612,-2.4955,-1.26386,-1.17848,-2.60271,-1.36617,-2.15246,-3.45658,-1.23201,-0.628476,-0.967428,-1.03287,-1.50372,-0.94052,-2.97946,-1.52064,-1.21854,-2.00283,-1.66419,-3.2225,-2.15555,-2.30605,-2.42087,-1.82601,-2.63892,-2.58568,-3.04641,-3.26029,-4.30168,241.15,7.1619,33.524,2.382287266,0.855028253,1.525355832
47,karate_network_47,-0.32957,-1.6475,-2.62958,-1.26187,-1.19617,-2.71062,-1.45349,-2.2298,-3.45658,-1.15617,-0.585845,-0.91358,-1.06113,-1.47951,-0.970254,-2.71062,-1.61504,-1.2486,-2.2486,-1.78449,-3.39859,-2.14939,-2.46283,-2.28465,-2.03451,-3.15555,-2.46283,-3.60271,-3.34744,-4.30168,76.16,7.0198,22.444,1.881726935,0.846324739,1.35110026
48,karate_network_48,-0.29617,-1.6106,-2.59411,-1.27027,-1.18674,-2.74538,-1.43658,-2.19109,-3.34744,-1.09512,-0.631806,-0.943365,-1.06263,-1.46599,-0.977193,-2.56132,-1.59667,-1.25714,-2.15246,-1.64272,-3.15555,-2.11416,-2.07896,-2.2189,-1.88671,-3.15555,-2.37226,-3.02293,-3.69962,-4.30168,246.54,7.1654,33.465,2.391887392,0.855240439,1.524590829
49,karate_network_49,-0.2561,-1.59753,-2.6889,-1.26147,-1.21497,-2.69962,-1.46409,-2.21532,-3.39859,-1.25091,-0.584843,-0.920385,-1.01254,-1.49959,-0.964222,-2.92147,-1.58568,-1.32533,-2.26029,-1.57987,-3.09756,-2.24478,-2.7702,-2.05371,-1.98153,-2.74538,-2.44435,-3.52353,-3.09756,-3.69962,158.9,7.1127,30,2.201123897,0.852034491,1.477121255
50,karate_network_50,-0.31799,-1.62044,-2.62958,-1.26386,-1.20686,-2.46917,-1.47625,-2.43836,-3.69962,-1.2548,-0.564488,-0.895482,-1.06414,-1.52863,-0.978429,-2.71062,-1.37277,-1.37175,-2.31045,-1.74058,-2.64847,-1.93619,-2.82456,-2.50929,-2.15555,-2.60271,-2.7702,-3.39859,-3.82456,-4.30168,62.858,6.9899,21.034,1.798360559,0.844470963,1.32292187
51,karate_network_51,-0.28593,-1.62044,-2.57741,-1.28132,-1.18408,-2.64847,-1.48877,-2.09217,-3.34744,-1.13763,-0.62986,-0.877289,-1.12041,-1.54277,-0.989504,-2.66821,-1.48944,-1.20966,-2.51635,-1.63704,-2.6889,-2.10302,-2.01838,-2.42087,-1.90548,-2.7702,-2.48214,-2.81032,-3.09756,-4.30168,653.5,7.2687,42.55,2.815245592,0.861456745,1.628899564
52,karate_network_52,-0.26367,-1.62499,-2.46283,-1.32625,-1.21497,-2.78317,-1.41973,-2.17458,-3.04641,-1.26947,-0.639112,-0.89463,-1.0227,-1.42431,-0.941088,-2.71062,-1.68363,-1.21925,-2.19447,-1.63892,-4.00065,-2.21532,-2.36718,-1.88504,-1.84684,-2.69962,-2.25636,-3.2225,-2.93995,-3.82456,671.52,7.2707,43.023,2.827058952,0.861576225,1.633700691
53,karate_network_53,-0.27702,-1.59072,-2.53083,-1.30736,-1.20861,-2.78317,-1.41745,-2.13142,-3.09756,-1.25324,-0.603493,-0.971064,-1.01567,-1.44194,-0.928217,-3.07123,-1.65626,-1.23948,-2.17135,-1.62682,-3.15555,-2.26826,-2.26425,-2.0842,-1.88008,-2.92147,-2.40405,-4.30168,-3.18774,-4.30168,169.63,7.1219,29.983,2.229502662,0.852595871,1.476875085
54,karate_network_54,-0.31042,-1.69209,-2.6889,-1.27515,-1.24401,-2.59411,-1.57741,-2.3572,-3.52353,-1.19959,-0.532451,-0.850509,-1.09892,-1.54657,-1.04617,-2.7219,-1.46536,-1.34986,-2.57741,-1.68784,-2.87032,-1.9733,-2.21532,-2.38787,-2.16814,-2.83928,-2.50234,-4.30168,-3.26029,-4.30168,82.668,7.03,23.448,1.917337431,0.846955325,1.370105805
55,karate_network_55,-0.27613,-1.54428,-2.64847,-1.26665,-1.21354,-2.52353,-1.50165,-2.15246,-3.26029,-1.19685,-0.567762,-0.8809,-1.03876,-1.64943,-1.05077,-2.62044,-1.45103,-1.32441,-2.7702,-1.6953,-2.95926,-2.0842,-2.31491,-2.21178,-2.044,-2.78317,-2.32855,-3.52353,-3.69962,-4.00065,184.77,7.1317,31.092,2.266631459,0.853193066,1.492648659
56,karate_network_56,-0.29795,-1.67637,-2.61148,-1.31312,-1.18177,-2.64847,-1.52498,-2.18774,-3.26029,-1.13289,-0.594793,-0.877944,-1.12414,-1.54126,-0.963424,-2.6889,-1.41745,-1.31223,-2.40959,-1.70508,-3.07123,-2.10028,-2.24478,-2.22613,-2.00283,-2.7219,-2.47561,-2.97946,-3.2225,-4.30168,214.06,7.1498,32.359,2.330535521,0.854293894,1.509995092
57,karate_network_57,-0.22849,-1.66021,-2.3932,-1.28381,-1.23424,-2.93995,-1.36316,-2.09756,-3.09756,-1.28842,-0.641765,-0.98029,-1.01076,-1.4135,-0.901834,-3.00065,-1.95338,-1.15339,-2.17135,-1.54126,-4.30168,-2.37226,-2.39859,-1.85143,-1.84989,-3.60271,-2.11135,-3.18774,-2.85452,-3.52353,975.59,7.3064,46.675,2.98926734,0.863703445,1.669084327
58,karate_network_58,-0.30463,-1.56053,-2.53083,-1.24554,-1.24478,-2.53825,-1.58235,-2.52353,-3.52353,-1.22359,-0.519065,-0.895311,-1.07302,-1.61594,-1.02868,-2.45658,-1.35621,-1.43245,-2.45658,-1.73465,-2.92147,-2.06868,-2.56132,-2.53083,-2.19109,-2.7702,-2.93995,-3.60271,-4.30168,-4.30168,46.704,6.9396,18.498,1.669354078,0.841334438,1.267124775
59,karate_network_59,-0.35762,-1.6774,-2.73348,-1.28173,-1.1749,-2.65823,-1.54353,-2.23722,-3.82456,-1.07819,-0.577979,-0.873546,-1.11955,-1.45845,-1.05077,-2.23722,-1.50719,-1.28548,-2.30605,-1.76639,-2.90374,-2.16814,-2.2225,-2.57741,-2.03217,-2.93995,-2.88671,-3.15555,-4.30168,-4.30168,60.338,6.9859,20.298,1.780590911,0.844222365,1.307453248
60,karate_network_60,-0.27747,-1.6805,-2.62958,-1.27556,-1.2361,-2.67843,-1.43362,-2.2298,-3.30168,-1.24098,-0.588695,-0.96223,-0.982783,-1.4928,-0.947573,-2.6889,-1.65626,-1.21532,-2.14634,-1.70071,-3.60271,-2.14939,-2.38787,-2.11135,-1.99848,-2.90374,-2.40405,-4.00065,-3.39859,-4.30168,119.71,7.0785,26.899,2.078130431,0.849941236,1.429736135
61,karate_network_61,-0.37409,-1.56053,-2.61148,-1.29053,-1.17947,-2.58568,-1.54581,-2.20131,-3.82456,-1.08525,-0.606725,-0.852975,-1.10083,-1.5065,-1.06313,-2.40959,-1.41916,-1.29521,-2.2189,-1.7626,-2.71062,-1.97127,-2.29736,-2.78317,-2.01388,-2.64847,-3.18774,-3.30168,-4.30168,-4.30168,66.775,7.0028,21.168,1.824613897,0.845271723,1.325679827
