Network,Network,Assortivity,GFD1,GFD2,GFD3,GFD4,GFD5,GFD6,GFD7,GFD8,GFD9,GFD10,GFD11,GFD12,GFD13,GFD14,GFD15,GFD16,GFD17,GFD18,GFD19,GFD20,GFD21,GFD22,GFD23,GFD24,GFD25,GFD26,GFD27,GFD28,GFD29,Hawkes,Eigen,SIS,LOG_Hawkes,LOG_Eigen,LOG_SIS
184,rt-retweet_network_184,-0.10036,-1.7702,-3.60271,-1.11529,-1.23387,-2.92147,-2.40959,-3.69962,-4.30168,-0.843799,-0.298091,-0.859986,-1.89856,-2.08684,-1.89175,-2.93995,-1.71735,-2.78317,-4.30168,-3.45658,-3.45658,-3.04641,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,10.104,5.1588,7.1099,1.004493338,0.712548691,0.851863492
434,rt-retweet_network_434,-0.061602,-1.76765,-3.26029,-1.13822,-1.2225,-3.18774,-2.1618,-3.39859,-4.30168,-0.857012,-0.352291,-0.850202,-1.41632,-1.79518,-1.52643,-2.82456,-1.64558,-2.52353,-3.26029,-2.50234,-3.45658,-2.88671,-4.30168,-4.30168,-3.60271,-4.00065,-4.30168,-4.30168,-4.30168,-4.30168,36.824,5.3913,15.257,1.566130962,0.731693499,1.183469146
78,rt-retweet_network_78,-0.14303,-1.76512,-3.45658,-1.16655,-1.18908,-3.30168,-2.11416,-3.52353,-4.30168,-0.856544,-0.348405,-0.814826,-1.50511,-1.8768,-1.49078,-2.83928,-1.84989,-2.36216,-3.45658,-2.67843,-3.60271,-3.26029,-4.30168,-4.30168,-4.00065,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,11.74,5.2122,7.5752,1.069668097,0.717021072,0.879394104
500,rt-retweet_network_500,-0.15827,-1.76512,-3.60271,-1.1568,-1.16401,-2.82456,-2.18774,-4.30168,-4.30168,-0.812285,-0.374413,-0.770074,-1.67227,-1.89006,-1.58152,-2.75761,-1.59925,-3.34744,-3.69962,-4.30168,-3.34744,-2.88671,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,12.677,5.2299,8.0458,1.10301649,0.718493385,0.905569233
311,rt-retweet_network_311,-0.079455,-1.76135,-3.34744,-1.17328,-1.22069,-2.87032,-1.9733,-3.52353,-4.30168,-0.886875,-0.402791,-0.82456,-1.25208,-1.74058,-1.2486,-3.12559,-1.68154,-2.14939,-2.7702,-2.40405,-3.69962,-2.85452,-4.00065,-4.30168,-3.2225,-3.82456,-4.30168,-4.30168,-4.30168,-4.30168,43.002,5.414,15.693,1.633488655,0.733518251,1.195705975
372,rt-retweet_network_372,-0.081632,-1.76135,-3.45658,-1.16338,-1.24098,-3.07123,-2.13142,-3.39859,-3.82456,-0.879584,-0.332825,-0.857949,-1.36769,-1.8363,-1.47756,-2.97946,-1.98993,-2.28884,-3.82456,-2.64847,-3.82456,-3.30168,-4.30168,-2.88671,-3.69962,-4.00065,-4.00065,-4.30168,-4.30168,-4.30168,35.175,5.3916,14.266,1.546234106,0.731717665,1.15430222
77,rt-retweet_network_77,-0.12779,-1.7601,-3.09756,-1.20791,-1.23238,-3.15555,-2.1227,-3.52353,-4.30168,-0.867431,-0.330637,-0.853129,-1.53975,-1.74538,-1.41294,-2.88671,-1.82311,-2.3932,-3.30168,-2.73348,-4.30168,-3.09756,-3.82456,-4.30168,-3.60271,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,14.677,5.26,8.7099,1.166637294,0.720985744,0.940013169
254,rt-retweet_network_254,-0.021977,-1.7601,-3.18774,-1.1537,-1.26826,-2.92147,-1.98153,-3.52353,-4.30168,-0.880077,-0.366829,-0.9262,-1.27884,-1.64272,-1.26147,-2.90374,-1.67329,-2.25246,-2.71062,-2.54581,-3.69962,-2.71062,-4.30168,-4.30168,-3.45658,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,265.77,5.5773,32.198,2.424505956,0.746424006,1.507828896
255,rt-retweet_network_255,-0.13258,-1.7601,-3.15555,-1.17264,-1.18243,-3.26029,-1.8768,-3.07123,-4.30168,-0.935445,-0.38386,-0.823981,-1.22468,-1.60883,-1.28884,-2.92147,-2.36216,-2.18111,-2.78317,-2.3826,-4.30168,-3.15555,-4.30168,-4.30168,-3.34744,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,21.485,5.3282,10.757,1.332135358,0.726580518,1.031691169
300,rt-retweet_network_300,-0.12343,-1.7601,-3.26029,-1.17167,-1.23835,-2.93995,-2.07379,-3.30168,-4.30168,-0.84486,-0.357593,-0.857324,-1.39212,-1.82456,-1.38946,-2.82456,-1.76765,-2.28049,-2.97946,-2.64847,-4.00065,-2.7702,-4.30168,-4.30168,-3.34744,-4.00065,-4.30168,-4.30168,-4.30168,-4.30168,26.828,5.363,11.996,1.428588298,0.729407797,1.079036457
306,rt-retweet_network_306,-0.13388,-1.7601,-3.18774,-1.18507,-1.20686,-3.04641,-2.02293,-3.34744,-4.30168,-0.88554,-0.364916,-0.825865,-1.39212,-1.81881,-1.35572,-3.02293,-1.6612,-2.3332,-2.88671,-2.62044,-3.45658,-3.07123,-4.30168,-4.30168,-3.82456,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,18.163,5.3011,9.8494,1.259187583,0.724365997,0.993409775
353,rt-retweet_network_353,-0.11342,-1.7601,-3.45658,-1.15339,-1.24592,-2.88671,-2.17783,-4.00065,-4.30168,-0.908281,-0.318867,-0.836893,-1.58484,-1.86077,-1.62499,-3.07123,-1.56528,-2.82456,-3.34744,-3.00065,-2.88671,-2.71062,-4.30168,-4.30168,-4.00065,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,23.494,5.3388,11.644,1.370956964,0.727443652,1.066102197
195,rt-retweet_network_195,-0.13606,-1.75391,-3.69962,-1.16275,-1.2444,-3.12559,-2.2486,-4.00065,-4.30168,-0.891579,-0.310854,-0.809479,-1.78581,-1.89514,-1.63987,-2.79653,-1.68468,-2.88671,-4.30168,-3.34744,-3.69962,-3.04641,-4.30168,-4.30168,-3.82456,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,10.053,5.1626,6.9946,1.002295683,0.712868477,0.844762884
308,rt-retweet_network_308,-0.17395,-1.75145,-3.39859,-1.154,-1.16369,-3.04641,-2.1227,-3.69962,-4.30168,-0.914113,-0.358236,-0.786072,-1.3826,-1.94185,-1.46536,-3.12559,-1.76893,-2.51635,-3.39859,-3.52353,-3.52353,-2.90374,-4.30168,-4.30168,-4.30168,-4.00065,-4.30168,-4.30168,-4.30168,-4.30168,10.656,5.194,7.0673,1.027594212,0.715501945,0.849253527
249,rt-retweet_network_249,-0.19354,-1.74901,-4.00065,-1.11784,-1.15246,-2.90374,-2.3932,-4.00065,-4.30168,-0.823836,-0.360418,-0.759727,-1.69854,-2.06113,-1.73701,-2.90374,-1.73465,-3.18774,-3.82456,-3.09756,-3.60271,-2.97946,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,7.8201,5.082,5.8547,0.893212307,0.706034661,0.767504646
380,rt-retweet_network_380,-0.00543,-1.74901,-3.04641,-1.16814,-1.27515,-2.87032,-1.94185,-3.30168,-4.30168,-0.906005,-0.362761,-0.907404,-1.31446,-1.72765,-1.32487,-2.81032,-1.54886,-2.07896,-3.02293,-2.18441,-3.02293,-2.65823,-3.82456,-4.30168,-3.00065,-3.30168,-4.30168,-3.82456,-4.30168,-4.30168,1375.7,5.7019,48.312,3.138523737,0.756019596,1.684055017
98,rt-retweet_network_98,-0.10297,-1.7478,-3.82456,-1.13733,-1.21746,-2.82456,-2.30168,-4.30168,-4.30168,-0.833629,-0.326157,-0.850048,-1.66922,-2.02522,-1.6889,-2.6889,-1.57905,-4.30168,-3.45658,-4.30168,-3.52353,-2.92147,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,16.134,5.2735,9.5108,1.207742053,0.72209895,0.978217049
319,rt-retweet_network_319,-0.13388,-1.74297,-3.26029,-1.17264,-1.21782,-2.88671,-2.32855,-3.69962,-4.30168,-0.802682,-0.342496,-0.817524,-1.71509,-2.06615,-1.62682,-2.66821,-1.63892,-2.57741,-4.30168,-2.71062,-3.52353,-2.92147,-4.30168,-4.30168,-4.00065,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,19.906,5.3139,10.587,1.298984,0.725413377,1.024772913
261,rt-retweet_network_261,-0.12605,-1.74177,-3.69962,-1.11813,-1.17979,-3.2225,-2.25636,-3.52353,-4.30168,-0.838535,-0.344553,-0.807666,-1.5709,-1.86393,-1.72534,-2.74538,-1.87193,-2.75761,-3.26029,-2.7219,-3.82456,-3.39859,-4.30168,-4.30168,-3.82456,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,11.445,5.1969,7.6683,1.058615797,0.71574436,0.884699095
327,rt-retweet_network_327,-0.037217,-1.74058,-3.34744,-1.13942,-1.23054,-3.12559,-1.95533,-3.45658,-4.30168,-0.839583,-0.361862,-0.91679,-1.36266,-1.77793,-1.38418,-2.82456,-1.68259,-2.19788,-2.92147,-2.52353,-3.60271,-2.74538,-3.69962,-4.30168,-3.45658,-3.45658,-4.30168,-4.30168,-4.30168,-4.30168,186.08,5.5503,28.793,2.269699697,0.744316458,1.459286917
147,rt-retweet_network_147,-0.14608,-1.7382,-3.82456,-1.16275,-1.18144,-3.04641,-2.59411,-4.30168,-4.30168,-0.859044,-0.304819,-0.795176,-2.26029,-2.06615,-1.98781,-2.92147,-1.67024,-2.95926,-4.30168,-4.00065,-3.69962,-3.45658,-4.30168,-4.30168,-4.30168,-4.00065,-4.30168,-4.30168,-4.30168,-4.30168,8.0343,5.0845,6.0331,0.904948044,0.706248252,0.780540524
309,rt-retweet_network_309,-0.076842,-1.7382,-3.30168,-1.15462,-1.23573,-3.12559,-2.05617,-3.69962,-4.30168,-0.86298,-0.34484,-0.86219,-1.35474,-1.73348,-1.48544,-2.90374,-1.82601,-2.67843,-3.34744,-2.95926,-4.30168,-2.93995,-4.30168,-4.30168,-4.00065,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,21.836,5.3217,11.352,1.339173086,0.726050388,1.055072382
401,rt-retweet_network_401,-0.088599,-1.7382,-3.39859,-1.16878,-1.23275,-2.93995,-2.04883,-3.60271,-4.30168,-0.868872,-0.346715,-0.854368,-1.49078,-1.79653,-1.41745,-2.82456,-1.68154,-2.43245,-3.34744,-2.44435,-4.00065,-2.66821,-3.82456,-4.30168,-3.69962,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,38.414,5.3999,15.053,1.584489532,0.732385717,1.177623062
30,rt-retweet_network_30,-0.088163,-1.73701,-3.00065,-1.15617,-1.21248,-3.30168,-1.88173,-2.93995,-4.30168,-0.867911,-0.381453,-0.880242,-1.3109,-1.62866,-1.32487,-2.73348,-2.01838,-1.98153,-3.18774,-2.18441,-4.30168,-2.87032,-3.60271,-4.30168,-2.95926,-4.30168,-4.30168,-3.69962,-4.30168,-4.30168,163.84,5.5446,25.71,2.214419939,0.743870221,1.410102077
41,rt-retweet_network_41,-0.20443,-1.73465,-4.30168,-1.14665,-1.13912,-2.85452,-2.67843,-4.30168,-4.30168,-0.778195,-0.343213,-0.785542,-1.96924,-2.29736,-2.05126,-2.67843,-1.65724,-4.30168,-4.30168,-4.30168,-3.60271,-3.69962,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,6.6639,5.01,5.2644,0.823728471,0.699837726,0.72134888
396,rt-retweet_network_396,-0.088599,-1.73465,-3.39859,-1.17848,-1.15804,-2.95926,-1.91251,-3.2225,-4.30168,-0.833629,-0.430517,-0.795176,-1.33507,-1.77924,-1.30957,-2.87032,-1.62225,-2.24478,-3.00065,-2.2486,-3.52353,-2.57741,-4.00065,-4.30168,-3.45658,-3.52353,-4.30168,-4.30168,-4.30168,-4.30168,252.81,5.5782,29.818,2.402794249,0.746494081,1.47447851
478,rt-retweet_network_478,-0.040701,-1.73348,-3.26029,-1.16878,-1.26665,-3.30168,-1.89685,-3.30168,-4.30168,-0.879584,-0.352242,-0.886207,-1.32809,-1.73114,-1.32077,-2.93995,-2.02065,-2.18441,-3.07123,-2.25636,-4.30168,-3.07123,-3.82456,-4.30168,-3.26029,-3.60271,-4.30168,-4.30168,-4.30168,-4.30168,53.244,5.4349,17.66,1.726270675,0.735191558,1.246990699
418,rt-retweet_network_418,-0.001511,-1.73231,-3.12559,-1.17718,-1.24325,-3.18774,-1.87844,-3.15555,-4.30168,-0.889052,-0.399569,-0.890061,-1.1762,-1.60358,-1.29053,-2.90374,-1.75391,-1.91607,-2.82456,-2.2723,-3.69962,-2.79653,-3.12559,-2.92147,-2.93995,-3.82456,-3.82456,-3.82456,-4.30168,-4.30168,959.49,5.675,46.413,2.982040453,0.753965866,1.666639641
421,rt-retweet_network_421,-0.12735,-1.73231,-3.39859,-1.12414,-1.16559,-2.88671,-2.28884,-3.60271,-4.30168,-0.848363,-0.36007,-0.808084,-1.5629,-2.08949,-1.56053,-2.85452,-1.56688,-2.7702,-3.45658,-2.79653,-3.30168,-2.97946,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,16.644,5.2829,9.5502,1.221257707,0.72287239,0.980012467
4,rt-retweet_network_4,-0.1304,-1.73114,-3.39859,-1.15929,-1.16338,-3.02293,-2.05371,-3.39859,-4.30168,-0.85282,-0.379683,-0.803508,-1.42836,-1.80614,-1.47821,-2.88671,-1.63051,-2.56132,-3.34744,-2.90374,-3.39859,-2.73348,-3.69962,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,18.158,5.2965,10.107,1.259068012,0.723988977,1.004622266
27,rt-retweet_network_27,-0.057683,-1.73114,-3.34744,-1.1675,-1.23685,-2.69962,-1.99418,-3.04641,-4.30168,-0.834665,-0.378592,-0.862506,-1.36116,-1.82311,-1.44375,-2.56929,-1.60184,-2.03451,-3.69962,-2.40405,-3.12559,-2.65823,-3.69962,-4.30168,-3.34744,-3.18774,-4.30168,-4.30168,-4.30168,-4.30168,602.63,5.6441,38.734,2.780050748,0.7515947,1.588092348
287,rt-retweet_network_287,-0.073794,-1.72997,-3.69962,-1.13822,-1.23017,-2.87032,-2.1618,-3.34744,-4.30168,-0.843043,-0.366174,-0.854678,-1.38051,-1.98571,-1.47302,-2.92147,-1.55505,-2.18111,-4.30168,-2.43836,-3.2225,-3.12559,-4.30168,-4.30168,-3.45658,-3.69962,-4.30168,-4.00065,-4.30168,-4.30168,87.184,5.4853,21.641,1.940436791,0.739200385,1.335277325
154,rt-retweet_network_154,-0.08947,-1.72649,-3.45658,-1.18507,-1.18375,-3.00065,-2.02752,-3.82456,-4.30168,-0.90097,-0.376472,-0.79721,-1.32809,-1.78054,-1.37175,-3.09756,-1.73114,-2.3932,-3.39859,-2.69962,-3.39859,-2.92147,-4.30168,-4.30168,-3.60271,-4.00065,-4.30168,-4.30168,-4.30168,-4.30168,35.123,5.39,14.352,1.545591604,0.731588765,1.156912426
187,rt-retweet_network_187,-0.049409,-1.72534,-3.39859,-1.16306,-1.26987,-3.2225,-2.07896,-3.34744,-4.30168,-0.874682,-0.338886,-0.884874,-1.30386,-1.86871,-1.45042,-3.12559,-1.79789,-2.24098,-3.60271,-2.44435,-4.00065,-2.90374,-4.30168,-4.30168,-4.00065,-3.69962,-4.30168,-4.30168,-4.30168,-4.30168,52.411,5.4323,17.721,1.719422446,0.734983746,1.248488226
139,rt-retweet_network_139,-0.056376,-1.72419,-3.45658,-1.15617,-1.288,-2.85452,-2.08684,-3.39859,-4.30168,-0.860457,-0.354934,-0.841084,-1.41859,-1.96124,-1.44254,-2.74538,-1.61504,-2.20477,-3.60271,-2.39859,-3.18774,-2.69962,-3.69962,-4.30168,-3.09756,-4.00065,-4.30168,-4.30168,-4.30168,-4.30168,70.096,5.4624,19.975,1.845693236,0.737383499,1.300486788
279,rt-retweet_network_279,-0.12909,-1.72419,-3.15555,-1.11275,-1.14091,-2.81032,-1.91251,-3.60271,-4.30168,-0.812426,-0.424713,-0.801994,-1.40405,-1.66319,-1.45042,-2.87032,-1.6543,-2.48214,-3.00065,-2.73348,-3.2225,-2.79653,-4.30168,-4.30168,-3.82456,-3.82456,-4.30168,-4.30168,-4.30168,-4.30168,23.575,5.3379,11.728,1.372451701,0.727370433,1.069223957
235,rt-retweet_network_235,-0.20051,-1.72304,-3.69962,-1.15898,-1.13733,-2.87032,-2.30168,-3.69962,-4.30168,-0.761978,-0.390097,-0.82225,-1.50028,-2.07379,-1.53083,-2.7702,-1.68784,-2.25246,-4.30168,-2.7219,-3.82456,-2.88671,-4.30168,-4.30168,-3.82456,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,15.961,5.2873,8.9251,1.203060098,0.723233953,0.950613091
256,rt-retweet_network_256,-0.084245,-1.72304,-3.52353,-1.13201,-1.21854,-3.02293,-2.07637,-3.52353,-4.30168,-0.862664,-0.352975,-0.88189,-1.37585,-1.71962,-1.45596,-2.83928,-1.7095,-2.4955,-3.26029,-2.75761,-3.39859,-2.90374,-4.30168,-4.30168,-4.00065,-4.00065,-4.30168,-4.30168,-4.30168,-4.30168,35.889,5.3908,14.635,1.554961357,0.73165322,1.165392727
48,rt-retweet_network_48,-0.10776,-1.7219,-3.52353,-1.14817,-1.22214,-2.85452,-2.20477,-3.69962,-4.30168,-0.830683,-0.362212,-0.830683,-1.46346,-1.85297,-1.51422,-2.82456,-1.61863,-2.50234,-3.18774,-2.90374,-3.39859,-2.81032,-3.82456,-4.30168,-4.30168,-4.00065,-4.30168,-4.30168,-4.30168,-4.30168,25.63,5.3502,12.17,1.408748606,0.728370017,1.085290578
80,rt-retweet_network_80,-0.12866,-1.7219,-3.34744,-1.14362,-1.21997,-3.02293,-1.96723,-3.69962,-4.30168,-0.860929,-0.357692,-0.886207,-1.36819,-1.71062,-1.36769,-3.18774,-1.80753,-2.50929,-2.93995,-2.60271,-4.00065,-2.97946,-4.30168,-4.30168,-4.00065,-3.60271,-4.30168,-4.30168,-4.30168,-4.30168,15.798,5.2789,8.9922,1.198602109,0.722543435,0.953865958
128,rt-retweet_network_128,0.02418,-1.7219,-2.83928,-1.16623,-1.25793,-2.95926,-1.73583,-2.87032,-3.82456,-0.887042,-0.434508,-0.942795,-1.10689,-1.54963,-1.15617,-2.81032,-1.90028,-1.85608,-2.71062,-2.07123,-4.00065,-2.51635,-3.52353,-2.46917,-2.90374,-3.82456,-3.2225,-4.00065,-4.30168,-4.30168,12527,5.8569,66.716,4.097847077,0.767667809,1.82423
376,rt-retweet_network_376,-0.073794,-1.7219,-2.87032,-1.16212,-1.21782,-2.87032,-1.86711,-3.07123,-4.30168,-0.876963,-0.39341,-0.868071,-1.26465,-1.73231,-1.30212,-3.02293,-1.78581,-1.89006,-3.34744,-2.28465,-3.52353,-2.83928,-3.39859,-4.30168,-3.04641,-4.00065,-4.30168,-4.30168,-4.30168,-4.30168,171.69,5.5471,26.654,2.234745001,0.744065995,1.425762393
233,rt-retweet_network_233,-0.052022,-1.72076,-3.52353,-1.13822,-1.2444,-3.18774,-1.95533,-2.93995,-4.30168,-0.865677,-0.378178,-0.874682,-1.24592,-1.72534,-1.39427,-2.88671,-1.9495,-1.94375,-4.00065,-2.15246,-4.00065,-3.09756,-3.45658,-4.30168,-2.97946,-4.30168,-4.30168,-3.69962,-4.30168,-4.30168,158.96,5.538,26.457,2.201287854,0.743352951,1.422540597
361,rt-retweet_network_361,-0.011962,-1.72076,-3.26029,-1.15462,-1.27108,-2.7219,-1.98153,-3.30168,-4.30168,-0.870317,-0.371853,-0.921108,-1.26187,-1.73939,-1.35671,-2.97946,-1.53975,-2.10302,-3.2225,-2.31045,-3.39859,-2.71062,-3.39859,-4.30168,-3.07123,-3.39859,-4.30168,-4.30168,-4.30168,-4.30168,759.79,5.6579,41.478,2.880693573,0.752655267,1.617817807
100,rt-retweet_network_100,-0.03025,-1.71848,-3.30168,-1.14001,-1.20547,-3.2225,-1.91966,-3.34744,-3.34744,-0.885207,-0.395238,-0.886207,-1.1675,-1.73701,-1.32533,-2.97946,-1.88173,-2.11135,-3.30168,-2.2189,-3.82456,-2.67843,-4.30168,-2.42087,-3.2225,-3.52353,-3.69962,-4.30168,-4.30168,-4.30168,1342,5.7012,45.512,3.127752516,0.755966276,1.658125921
210,rt-retweet_network_210,-0.13301,-1.71848,-3.09756,-1.202,-1.21568,-3.15555,-2.02293,-3.26029,-4.30168,-0.913224,-0.359524,-0.847599,-1.3078,-1.67843,-1.30605,-3.07123,-1.79518,-2.46283,-2.85452,-2.87032,-4.30168,-2.92147,-4.30168,-4.30168,-3.69962,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,15.967,5.2792,9.0356,1.203223325,0.722568115,0.955956997
430,rt-retweet_network_430,-0.1169,-1.71848,-3.26029,-1.18177,-1.23201,-2.82456,-2.0842,-3.69962,-4.30168,-0.848975,-0.352975,-0.851586,-1.44981,-1.70618,-1.50303,-2.81032,-1.6612,-2.30168,-3.30168,-2.75761,-3.69962,-2.7702,-4.00065,-4.30168,-3.34744,-4.00065,-4.30168,-4.30168,-4.30168,-4.30168,19.851,5.3115,10.532,1.297782389,0.725217186,1.02251085
146,rt-retweet_network_146,-0.052022,-1.71735,-3.12559,-1.16023,-1.2513,-2.92147,-1.95338,-3.00065,-4.30168,-0.940898,-0.352437,-0.886541,-1.25208,-1.7898,-1.35621,-3.30168,-1.70729,-2.11416,-2.93995,-2.35229,-4.00065,-2.6889,-3.52353,-4.30168,-3.60271,-3.52353,-4.30168,-4.30168,-4.30168,-4.30168,110.65,5.5072,23.382,2.043951418,0.740930849,1.368881656
