Network,Network,Assortivity,GFD1,GFD2,GFD3,GFD4,GFD5,GFD6,GFD7,GFD8,GFD9,GFD10,GFD11,GFD12,GFD13,GFD14,GFD15,GFD16,GFD17,GFD18,GFD19,GFD20,GFD21,GFD22,GFD23,GFD24,GFD25,GFD26,GFD27,GFD28,GFD29,Hawkes,Eigen,SIS,LOG_Hawkes,LOG_Eigen,LOG_SIS
11,soc-dolphins_network_11,-0.11851,-1.7601,-2.95926,-1.1011,-1.51069,-2.57741,-1.91429,-3.09756,-4.30168,-0.554114,-0.428651,-1.43539,-1.41463,-1.39373,-1.67432,-2.11135,-1.39642,-2.2189,-3.04641,-2.20477,-3.34744,-2.42087,-3.82456,-4.30168,-3.04641,-3.26029,-4.30168,-4.30168,-4.30168,-4.30168,7.594,6.8067,6.4436,0.880470593,0.83293661,0.809128573
12,soc-dolphins_network_12,-0.16903,-1.83333,-3.26029,-1.09675,-1.49686,-2.63892,-1.95926,-3.12559,-4.30168,-0.549633,-0.447983,-1.42546,-1.36921,-1.3847,-1.65528,-2.24098,-1.34407,-2.03217,-3.07123,-2.10856,-3.15555,-2.36718,-3.2225,-4.30168,-2.88671,-3.26029,-4.30168,-4.30168,-4.30168,-4.30168,7.3997,6.7872,6.2929,0.869214113,0.831690647,0.79885083
13,soc-dolphins_network_13,-0.07931,-1.77534,-3.09756,-1.11841,-1.52064,-2.53083,-1.86871,-3.09756,-4.00065,-0.571302,-0.458885,-1.46346,-1.26266,-1.28008,-1.51422,-2.08949,-1.40515,-2.19447,-2.71062,-2.21532,-3.34744,-2.18774,-4.30168,-3.26029,-3.26029,-3.34744,-4.00065,-4.30168,-4.30168,-4.30168,8.082,6.8701,6.75,0.907518846,0.836963059,0.829303773
14,soc-dolphins_network_14,-3.84E-05,-1.75514,-3.09756,-1.08001,-1.52208,-2.60271,-1.91429,-3.2225,-4.30168,-0.570253,-0.461387,-1.48412,-1.27597,-1.31268,-1.54428,-2.06113,-1.41973,-2.10302,-2.81032,-2.06868,-3.26029,-2.11699,-3.39859,-3.26029,-2.90374,-4.00065,-4.00065,-4.30168,-4.30168,-4.30168,8.6955,6.9279,7.1621,0.939294559,0.84060161,0.855040381
15,soc-dolphins_network_15,-0.11241,-1.78185,-3.02293,-1.0756,-1.47625,-2.45658,-2.01165,-4.00065,-4.30168,-0.582847,-0.417282,-1.33648,-1.46853,-1.46917,-1.71962,-2.09486,-1.27967,-2.71062,-3.26029,-2.47561,-2.69962,-2.25246,-4.30168,-4.30168,-3.69962,-3.60271,-4.30168,-4.30168,-4.30168,-4.30168,7.6895,6.8203,6.5319,0.885898101,0.833803478,0.815039527
16,soc-dolphins_network_16,-0.15771,-1.71962,-3.26029,-1.08027,-1.44134,-2.67843,-2.17135,-4.00065,-4.30168,-0.55458,-0.412547,-1.35868,-1.5121,-1.56848,-1.72076,-1.99633,-1.33789,-2.58568,-3.07123,-2.73348,-3.18774,-2.47561,-4.30168,-4.30168,-4.00065,-3.82456,-4.30168,-4.30168,-4.30168,-4.30168,7.1451,6.741,6.1686,0.854008311,0.828724327,0.79018661
17,soc-dolphins_network_17,-0.0026517,-1.8363,-3.12559,-1.05297,-1.47951,-2.50234,-2.06615,-3.30168,-4.30168,-0.562109,-0.422069,-1.4135,-1.4881,-1.53601,-1.69209,-2.0842,-1.30429,-2.30168,-3.15555,-2.2335,-2.90374,-2.21532,-3.82456,-4.30168,-3.60271,-3.45658,-4.30168,-4.30168,-4.30168,-4.30168,8.5835,6.9164,7.1253,0.933664411,0.839880102,0.852803154
18,soc-dolphins_network_18,-3.84E-05,-1.67843,-2.95926,-1.08896,-1.45226,-2.46917,-1.84684,-3.12559,-4.30168,-0.583179,-0.457142,-1.47756,-1.27027,-1.36216,-1.52863,-2.18441,-1.35621,-2.19788,-2.7702,-2.31045,-3.00065,-2.16814,-3.82456,-4.30168,-3.18774,-3.60271,-4.30168,-4.30168,-4.30168,-4.30168,8.6863,6.9278,7.1681,0.938834825,0.840595341,0.855404055
19,soc-dolphins_network_19,-0.092376,-1.69315,-3.26029,-1.07226,-1.44859,-2.53083,-1.90723,-3.2225,-4.00065,-0.58526,-0.439848,-1.4135,-1.40736,-1.36416,-1.60184,-2.11416,-1.33695,-2.30605,-3.02293,-2.26029,-3.02293,-2.19109,-4.00065,-3.30168,-3.82456,-3.45658,-4.00065,-4.30168,-4.30168,-4.30168,7.7935,6.8353,6.5681,0.89173254,0.83475758,0.817439756
20,soc-dolphins_network_20,0.093171,-1.83039,-3.18774,-1.11927,-1.53083,-2.52353,-1.86235,-3.02293,-4.30168,-0.581274,-0.469044,-1.52064,-1.25363,-1.28465,-1.539,-2.07896,-1.31625,-1.97946,-2.54581,-2.02065,-2.92147,-2.09486,-3.52353,-3.04641,-2.82456,-3.15555,-3.60271,-3.45658,-4.30168,-4.30168,10.875,7.0915,8.4189,1.036429266,0.850738107,0.925255351
21,soc-dolphins_network_21,-0.15248,-1.68996,-3.09756,-1.06641,-1.47238,-2.56929,-2.07123,-3.2225,-4.30168,-0.558328,-0.425636,-1.37482,-1.49482,-1.45349,-1.69638,-2.07123,-1.3847,-2.34264,-3.26029,-2.29308,-3.18774,-2.41519,-4.30168,-4.30168,-3.04641,-3.26029,-4.30168,-4.30168,-4.30168,-4.30168,7.3497,6.7745,6.2771,0.866269612,0.830877247,0.797759047
22,soc-dolphins_network_22,-0.075825,-1.69854,-2.92147,-1.08949,-1.4955,-2.51635,-1.92693,-3.09756,-4.30168,-0.569287,-0.438358,-1.40959,-1.41182,-1.40736,-1.66922,-2.09217,-1.31986,-2.31045,-2.93995,-2.18774,-2.85452,-2.25636,-3.69962,-4.30168,-3.15555,-3.07123,-4.30168,-4.30168,-4.30168,-4.30168,7.9787,6.8579,6.6948,0.901932136,0.836191148,0.825737607
23,soc-dolphins_network_23,-0.11154,-1.74901,-2.95926,-1.08896,-1.46095,-2.53083,-1.97127,-3.09756,-3.82456,-0.580035,-0.439848,-1.47951,-1.32579,-1.35918,-1.59156,-2.06868,-1.34407,-2.29308,-2.75761,-2.29308,-3.04641,-2.3332,-4.30168,-2.85452,-3.18774,-3.12559,-3.69962,-4.30168,-4.30168,-4.30168,7.5177,6.7957,6.3866,0.876084991,0.832234198,0.805269717
24,soc-dolphins_network_24,-0.21782,-1.86077,-3.26029,-1.07457,-1.47302,-2.55349,-2.14634,-3.12559,-4.30168,-0.550094,-0.408363,-1.36266,-1.55817,-1.49078,-1.75886,-2.05371,-1.36971,-2.45042,-3.00065,-2.45658,-3.12559,-2.54581,-3.82456,-4.30168,-3.60271,-3.69962,-4.30168,-4.30168,-4.30168,-4.30168,6.9453,6.7121,6.0148,0.84169101,0.826858418,0.779221191
25,soc-dolphins_network_25,0.0017039,-1.72765,-3.00065,-1.07098,-1.50165,-2.58568,-1.97535,-3.09756,-4.30168,-0.556841,-0.449018,-1.44616,-1.34216,-1.40626,-1.64558,-2.06113,-1.38999,-2.1227,-2.83928,-2.20131,-3.18774,-2.21532,-3.69962,-3.2225,-3.26029,-3.26029,-4.30168,-3.82456,-4.30168,-4.30168,9.5513,7.0093,7.6601,0.980062486,0.845674648,0.884234439
26,soc-dolphins_network_26,-0.04795,-1.79518,-3.09756,-1.06514,-1.44677,-2.64847,-1.89344,-2.97946,-3.69962,-0.579212,-0.447193,-1.47886,-1.32809,-1.35132,-1.58152,-2.13733,-1.39859,-2.13436,-2.75761,-2.0842,-3.18774,-2.23722,-3.45658,-3.39859,-2.97946,-3.30168,-4.00065,-4.30168,-4.30168,-4.30168,8.0952,6.8655,6.7684,0.908227583,0.836672171,0.830486017
27,soc-dolphins_network_27,0.050486,-1.73701,-3.09756,-1.0842,-1.50999,-2.46917,-1.89006,-3.12559,-4.00065,-0.561634,-0.454664,-1.46283,-1.33648,-1.39266,-1.59753,-2.07379,-1.37175,-2.09486,-2.88671,-2.10856,-3.00065,-2.13436,-3.60271,-3.26029,-2.95926,-3.52353,-4.30168,-4.30168,-4.30168,-4.30168,9.4115,6.9916,7.5986,0.973658847,0.844576574,0.880733583
28,soc-dolphins_network_28,0.027837,-1.78449,-2.88671,-1.08949,-1.53304,-2.62044,-1.8438,-2.67843,-4.30168,-0.56977,-0.453122,-1.49959,-1.31715,-1.30342,-1.57171,-2.06363,-1.42662,-2.00283,-2.7219,-2.07123,-3.12559,-2.31491,-3.60271,-4.30168,-2.74538,-3.30168,-4.30168,-4.30168,-4.30168,-4.30168,9.0494,6.9607,7.3797,0.956619785,0.842652916,0.868038707
29,soc-dolphins_network_29,-0.073212,-1.81032,-3.2225,-1.06263,-1.45288,-2.55349,-1.87193,-3.30168,-4.30168,-0.574221,-0.453184,-1.46032,-1.31134,-1.41014,-1.56369,-2.07123,-1.34744,-2.15555,-2.85452,-2.25246,-3.34744,-2.14939,-3.82456,-3.15555,-3.34744,-3.39859,-4.00065,-4.30168,-4.30168,-4.30168,8.0093,6.8614,6.7116,0.903594561,0.836412738,0.826826065
30,soc-dolphins_network_30,-0.054919,-1.81596,-3.12559,-1.09405,-1.49822,-2.4955,-2.06113,-3.34744,-4.30168,-0.553493,-0.423734,-1.40959,-1.44074,-1.45473,-1.70399,-1.97946,-1.34503,-2.38787,-3.15555,-2.25246,-3.09756,-2.38787,-3.82456,-4.30168,-3.18774,-3.12559,-4.30168,-4.30168,-4.30168,-4.30168,8.1303,6.8729,6.8162,0.910106571,0.837140025,0.833542325
31,soc-dolphins_network_31,0.016513,-1.77534,-3.09756,-1.10883,-1.51422,-2.7702,-1.90548,-2.85452,-4.30168,-0.564091,-0.437882,-1.48412,-1.29564,-1.32902,-1.57823,-2.02522,-1.49822,-2.14634,-2.82456,-2.11984,-3.45658,-2.36718,-3.82456,-4.30168,-3.04641,-3.2225,-4.30168,-4.00065,-4.30168,-4.30168,8.7472,6.9311,7.1968,0.941869057,0.840802165,0.857139434
32,soc-dolphins_network_32,-0.084536,-1.71062,-3.02293,-1.05691,-1.47886,-2.45658,-1.97127,-3.45658,-4.30168,-0.571626,-0.44914,-1.41802,-1.38418,-1.44375,-1.59753,-2.03923,-1.29181,-2.28884,-2.79653,-2.3826,-2.97946,-2.19447,-3.82456,-4.30168,-3.39859,-3.45658,-4.30168,-4.30168,-4.30168,-4.30168,7.9898,6.8578,6.7166,0.902535908,0.836184815,0.827149485
33,soc-dolphins_network_33,-0.015718,-1.66419,-3.02293,-1.03334,-1.44134,-2.55349,-1.93807,-3.15555,-4.00065,-0.578965,-0.452077,-1.43658,-1.39427,-1.39373,-1.63423,-2.14634,-1.33789,-2.21178,-2.88671,-2.17783,-3.07123,-2.2298,-4.00065,-3.15555,-3.09756,-3.52353,-3.69962,-4.30168,-4.30168,-4.30168,8.8549,6.9503,7.2549,0.947183661,0.842003551,0.860631431
34,soc-dolphins_network_34,-0.01659,-1.69315,-3.07123,-1.09539,-1.5114,-2.59411,-1.93807,-3.15555,-3.69962,-0.561318,-0.444892,-1.46981,-1.34312,-1.31446,-1.64558,-2.04161,-1.4135,-2.22613,-2.83928,-2.26029,-3.18774,-2.2225,-3.52353,-3.39859,-3.2225,-4.00065,-4.00065,-4.30168,-4.30168,-4.30168,8.5042,6.9124,7.0322,0.929633465,0.839628862,0.847091214
35,soc-dolphins_network_35,-0.064501,-1.76639,-2.97946,-1.11557,-1.51706,-2.51635,-1.95143,-3.34744,-4.30168,-0.584427,-0.443384,-1.40077,-1.33979,-1.37022,-1.54051,-2.09486,-1.29181,-2.28049,-2.79653,-2.09486,-2.90374,-2.26425,-3.60271,-4.30168,-3.2225,-3.12559,-4.30168,-4.30168,-4.30168,-4.30168,8.0051,6.8582,6.7072,0.903366762,0.836210146,0.826541257
36,soc-dolphins_network_36,-0.12112,-1.74538,-3.09756,-1.06013,-1.47173,-2.39859,-2.12559,-3.60271,-4.30168,-0.563773,-0.422012,-1.39373,-1.47821,-1.53975,-1.74297,-2.11416,-1.25285,-2.61148,-3.2225,-2.60271,-2.83928,-2.28049,-3.69962,-4.30168,-3.82456,-3.69962,-4.30168,-4.30168,-4.30168,-4.30168,7.9482,6.8621,6.6849,0.900268787,0.836457043,0.825094915
37,soc-dolphins_network_37,-0.058403,-1.78449,-2.93995,-1.10357,-1.49078,-2.56132,-1.9733,-3.12559,-4.30168,-0.568163,-0.426967,-1.44375,-1.3826,-1.44254,-1.60972,-2.05864,-1.33087,-2.2486,-3.04641,-2.29736,-3.15555,-2.25636,-4.30168,-4.30168,-3.18774,-3.39859,-4.30168,-4.00065,-4.30168,-4.30168,8.2061,6.8824,6.8575,0.914136805,0.83773991,0.836165816
38,soc-dolphins_network_38,0.080104,-1.75514,-2.78317,-1.09217,-1.50511,-2.53083,-1.87032,-2.92147,-4.30168,-0.588274,-0.468343,-1.50719,-1.25208,-1.30517,-1.54504,-2.12849,-1.35474,-1.9774,-2.75761,-1.93061,-3.18774,-2.10856,-3.52353,-3.2225,-2.85452,-3.07123,-4.30168,-3.60271,-4.00065,-4.30168,10.736,7.0845,8.3231,1.030842503,0.850309205,0.920285113
39,soc-dolphins_network_39,0.048744,-1.68784,-3.04641,-1.06691,-1.47367,-2.54581,-1.91787,-2.90374,-4.30168,-0.575688,-0.454108,-1.53378,-1.28716,-1.37688,-1.56528,-2.10302,-1.39052,-2.09217,-2.82456,-2.09486,-3.07123,-2.22613,-3.82456,-3.30168,-2.90374,-3.15555,-4.00065,-4.30168,-4.30168,-4.30168,9.4294,6.9944,7.6095,0.974484059,0.844750465,0.881356121
40,soc-dolphins_network_40,-0.037496,-1.74417,-2.95926,-1.08393,-1.47821,-2.58568,-1.89514,-3.07123,-3.82456,-0.582184,-0.455839,-1.44737,-1.29908,-1.32579,-1.57987,-2.03923,-1.34937,-2.22613,-2.97946,-2.14332,-2.95926,-2.27638,-3.69962,-2.97946,-3.00065,-3.26029,-3.60271,-4.30168,-4.30168,-4.30168,8.3602,6.8963,6.9377,0.922216667,0.838616146,0.841215516
41,soc-dolphins_network_41,-0.033141,-1.71062,-2.88671,-1.06013,-1.4861,-2.64847,-1.82601,-2.6889,-4.00065,-0.564329,-0.478272,-1.51778,-1.30386,-1.30913,-1.54886,-2.15246,-1.45907,-1.95729,-3.09756,-1.90548,-3.2225,-2.19788,-3.30168,-3.18774,-2.67843,-3.07123,-3.82456,-3.45658,-4.30168,-4.30168,9.4229,7.0092,7.5193,0.974184582,0.845668452,0.876177412
42,soc-dolphins_network_42,-0.15248,-1.76765,-3.07123,-1.0697,-1.47367,-2.45658,-2.03686,-3.34744,-4.30168,-0.567602,-0.440984,-1.41689,-1.39106,-1.40626,-1.62225,-2.14332,-1.29693,-2.3572,-3.02293,-2.41519,-2.95926,-2.18774,-4.30168,-4.30168,-3.60271,-3.69962,-4.30168,-4.30168,-4.30168,-4.30168,7.1708,6.7456,6.1595,0.85556761,0.829020585,0.78954546
43,soc-dolphins_network_43,-0.066243,-1.85143,-3.30168,-1.08472,-1.49822,-2.52353,-1.91966,-3.26029,-4.30168,-0.572678,-0.443324,-1.43717,-1.30605,-1.3847,-1.54504,-2.19788,-1.38156,-2.08949,-2.81032,-2.20477,-3.04641,-2.2486,-4.30168,-4.30168,-2.97946,-3.26029,-4.30168,-4.30168,-4.30168,-4.30168,7.8778,6.8444,6.6238,0.896404951,0.835335383,0.821107211
44,soc-dolphins_network_44,-0.057532,-1.77793,-3.00065,-1.08131,-1.51635,-2.54581,-1.84078,-3.02293,-4.30168,-0.568163,-0.475477,-1.51422,-1.26147,-1.27967,-1.53378,-2.14634,-1.3774,-2.08157,-2.71062,-1.98781,-3.09756,-2.2486,-4.00065,-4.30168,-2.78317,-3.2225,-4.30168,-4.30168,-4.30168,-4.30168,8.3195,6.8964,6.8985,0.920097226,0.838622443,0.838754669
45,soc-dolphins_network_45,-0.04795,-1.77793,-3.07123,-1.06691,-1.49754,-2.55349,-1.92877,-3.04641,-4.30168,-0.56969,-0.439073,-1.49618,-1.41916,-1.34073,-1.63704,-2.10302,-1.33931,-2.2189,-2.92147,-2.09486,-3.15555,-2.19788,-4.00065,-4.30168,-3.12559,-3.45658,-4.30168,-3.82456,-4.30168,-4.30168,8.282,6.8927,6.882,0.918135226,0.838389377,0.837714668
46,soc-dolphins_network_46,-0.081923,-1.74901,-3.07123,-1.06919,-1.51778,-2.46917,-1.90374,-3.07123,-4.30168,-0.564886,-0.451525,-1.45411,-1.32717,-1.35278,-1.58819,-2.11984,-1.37329,-2.26826,-2.87032,-2.29736,-3.07123,-2.17783,-3.52353,-4.30168,-3.2225,-3.60271,-4.30168,-4.30168,-4.30168,-4.30168,7.797,6.8333,6.5762,0.891927534,0.834630488,0.817975013
47,soc-dolphins_network_47,0.0017039,-1.68259,-3.15555,-1.06818,-1.49347,-2.56929,-1.97127,-2.93995,-4.30168,-0.567361,-0.441463,-1.43245,-1.43128,-1.40626,-1.64367,-2.01838,-1.34026,-2.22613,-2.97946,-2.15867,-2.90374,-2.2723,-3.82456,-4.30168,-3.00065,-3.2225,-4.30168,-4.30168,-4.30168,-4.30168,8.4999,6.9092,7.0403,0.929413816,0.839427764,0.847591166
48,soc-dolphins_network_48,-0.05579,-1.74177,-3.00065,-1.08552,-1.48082,-2.4955,-1.89514,-3.04641,-4.30168,-0.568403,-0.432097,-1.4679,-1.41463,-1.3847,-1.61148,-2.05617,-1.37022,-2.3572,-2.83928,-2.30168,-2.97946,-2.24098,-3.82456,-3.52353,-3.26029,-3.34744,-4.30168,-4.30168,-4.30168,-4.30168,8.3783,6.9016,6.9496,0.923155907,0.838949785,0.841959809
49,soc-dolphins_network_49,-0.081052,-1.73231,-3.07123,-1.08001,-1.46981,-2.61148,-1.95533,-3.2225,-4.30168,-0.579706,-0.430342,-1.42489,-1.40959,-1.39642,-1.58987,-2.20826,-1.34599,-2.2486,-2.7702,-2.2189,-2.93995,-2.3332,-3.52353,-3.34744,-3.02293,-3.69962,-4.30168,-4.30168,-4.30168,-4.30168,7.768,6.8287,6.5625,0.890309217,0.834338034,0.817069316
50,soc-dolphins_network_50,-0.081052,-1.73701,-3.18774,-1.06213,-1.46346,-2.56929,-1.91966,-2.87032,-4.30168,-0.554114,-0.464345,-1.48544,-1.36067,-1.37073,-1.6361,-2.04883,-1.34073,-2.10028,-2.75761,-2.2298,-2.87032,-2.31045,-3.39859,-3.15555,-2.97946,-3.34744,-3.69962,-4.00065,-4.30168,-4.30168,8.0568,6.8644,6.7306,0.906162583,0.836602583,0.828053781
51,soc-dolphins_network_51,-0.10631,-1.72997,-2.93995,-1.07021,-1.44314,-2.73348,-1.87844,-2.92147,-4.30168,-0.586012,-0.448652,-1.42201,-1.30957,-1.37792,-1.53825,-2.11135,-1.42201,-2.17783,-2.79653,-2.17135,-3.12559,-2.17783,-4.00065,-4.30168,-3.00065,-3.45658,-4.30168,-3.82456,-4.30168,-4.30168,7.4589,6.7875,6.3445,0.872674785,0.831709843,0.802397402
52,soc-dolphins_network_52,-0.10022,-1.7018,-3.2225,-1.09029,-1.45845,-2.58568,-1.96322,-3.02293,-4.30168,-0.565603,-0.454355,-1.42604,-1.33507,-1.35572,-1.6543,-2.21532,-1.32487,-2.20826,-3.00065,-2.18774,-2.90374,-2.23722,-4.30168,-4.30168,-3.04641,-3.30168,-4.30168,-4.00065,-4.30168,-4.30168,7.7252,6.8259,6.516,0.887909732,0.834159922,0.813981076
53,soc-dolphins_network_53,-0.15248,-1.81032,-3.45658,-1.10056,-1.49482,-2.64847,-1.93061,-3.07123,-4.30168,-0.568725,-0.445012,-1.43955,-1.29181,-1.36067,-1.54277,-2.14031,-1.39697,-2.20477,-2.66821,-2.24478,-3.15555,-2.2298,-4.30168,-4.30168,-3.12559,-3.39859,-4.30168,-4.30168,-4.30168,-4.30168,7.4472,6.7917,6.3315,0.871993017,0.831978494,0.801506611
54,soc-dolphins_network_54,-0.10283,-1.6504,-2.93995,-1.07251,-1.4572,-2.50234,-1.85297,-3.02293,-4.00065,-0.570334,-0.466181,-1.50303,-1.29693,-1.33367,-1.59411,-2.2335,-1.41406,-2.03451,-2.59411,-2.10856,-2.95926,-2.19447,-4.00065,-3.39859,-2.92147,-3.18774,-3.60271,-4.00065,-4.30168,-4.30168,8.0773,6.875,6.7253,0.907266213,0.837272703,0.827711662
55,soc-dolphins_network_55,-0.067985,-1.71622,-3.04641,-1.07072,-1.51069,-2.55349,-1.84836,-3.07123,-3.69962,-0.574872,-0.463147,-1.51351,-1.23127,-1.32077,-1.51422,-2.14634,-1.42373,-2.28884,-2.54581,-2.24478,-3.45658,-2.15555,-4.00065,-3.30168,-3.07123,-3.60271,-3.69962,-4.30168,-4.30168,-4.30168,8.1541,6.8806,6.7921,0.911376033,0.837626311,0.832004071
56,soc-dolphins_network_56,-0.052305,-1.71397,-3.00065,-1.08843,-1.49078,-2.48214,-1.91251,-2.95926,-4.30168,-0.577487,-0.443204,-1.42259,-1.37792,-1.38946,-1.57252,-2.11416,-1.3484,-2.2298,-2.7702,-2.19109,-2.73348,-2.15246,-3.82456,-4.30168,-3.30168,-3.2225,-4.30168,-4.30168,-4.30168,-4.30168,8.2281,6.8844,6.8591,0.915299561,0.837866096,0.836267135
57,soc-dolphins_network_57,0.020868,-1.72881,-2.95926,-1.09405,-1.50165,-2.51635,-1.89856,-3.02293,-4.30168,-0.574302,-0.46076,-1.5114,-1.25208,-1.34986,-1.54963,-2.14332,-1.37999,-2.1227,-2.61148,-2.04883,-2.75761,-2.13733,-3.39859,-4.30168,-3.12559,-3.00065,-4.30168,-4.30168,-4.30168,-4.30168,9.8682,7.0329,7.8418,0.994237943,0.847134442,0.894415762
58,soc-dolphins_network_58,-0.042723,-1.79518,-3.30168,-1.08684,-1.4597,-2.44435,-1.93061,-3.2225,-4.00065,-0.567842,-0.435216,-1.44616,-1.36517,-1.4135,-1.6106,-2.11699,-1.34696,-2.41519,-2.82456,-2.45042,-2.90374,-2.17458,-4.00065,-3.04641,-3.39859,-3.69962,-4.30168,-4.30168,-4.30168,-4.30168,8.6348,6.9312,7.1211,0.936252283,0.840808431,0.852547085
59,soc-dolphins_network_59,-0.059274,-1.80753,-2.92147,-1.09919,-1.47109,-2.54581,-1.97946,-3.09756,-4.30168,-0.550556,-0.443746,-1.42894,-1.37431,-1.39589,-1.59156,-2.09486,-1.36266,-2.47561,-3.12559,-2.34264,-2.92147,-2.2225,-4.00065,-4.30168,-3.04641,-3.34744,-4.30168,-4.30168,-4.30168,-4.30168,8.1557,6.8755,6.8242,0.911461242,0.837304286,0.834051746
60,soc-dolphins_network_60,-0.067114,-1.88504,-3.39859,-1.10939,-1.50165,-2.54581,-1.98153,-3.39859,-4.30168,-0.574709,-0.410869,-1.46346,-1.3884,-1.41014,-1.57987,-2.11135,-1.36166,-2.30605,-2.75761,-2.37226,-3.34744,-2.34744,-3.69962,-4.30168,-3.09756,-3.60271,-4.30168,-4.30168,-4.30168,-4.30168,7.7714,6.8289,6.5676,0.890499263,0.834350753,0.817406694
