77,socfb-Bucknell39,0.008084074,0.021557532,0.023174347,0.059283212,0.23039612,0.348962544,0.296146591,0.043115063,0.000269469,-4.30168,-4.30168,-2.54581,-2.82456,-3.69962,-3.07123,-3.82456,-4.30168,-0.574547,-0.40853,-1.26108,-1.1227,-1.10357,-1.31312,-2.57741,-1.64463,-1.7219,-2.35229,-1.81881,-3.45658,-2.31491,-3.07123,-2.30605,-2.51635,-3.26029,-2.93995,-3.69962,-4.00065,-4.30168,2.2638
78,socfb-Cal65,0.023343021,0.047342271,0.068716603,0.113527702,0.292397113,0.292678354,0.18430674,0.032061498,0,-4.30168,-4.30168,-2.42662,-2.74538,-3.69962,-3.04641,-4.30168,-4.30168,-0.561397,-0.356459,-1.20408,-1.22723,-1.19617,-1.38104,-2.83928,-1.87032,-1.90723,-2.53083,-1.96522,-4.00065,-2.66821,-3.30168,-2.32855,-2.88671,-4.00065,-3.00065,-4.00065,-3.45658,-3.82456,1.906
79,socfb-Caltech36,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-3.60271,-4.30168,-2.11416,-2.3932,-3.60271,-2.61148,-3.26029,-4.00065,-0.767909,-0.490978,-1.15092,-1.03923,-1.03357,-1.10661,-2.36718,-1.48877,-1.42144,-2.01612,-1.52208,-2.97946,-1.93247,-2.66821,-1.96522,-1.99205,-2.87032,-2.34744,-3.00065,-2.97946,-3.69962,1.4308
80,socfb-Carnegie49,0.032596597,0.050723485,0.058355859,0.098902846,0.25123231,0.275083479,0.217522659,0.069009381,0.001908093,-4.30168,-4.30168,-2.62044,-2.78317,-3.82456,-3.12559,-3.69962,-4.30168,-0.655866,-0.383231,-0.987182,-1.16306,-1.20028,-1.23685,-2.6889,-1.73348,-1.80753,-2.56132,-1.87032,-3.60271,-2.45042,-3.09756,-2.30605,-2.46917,-3.39859,-2.92147,-4.00065,-3.82456,-3.60271,2.315
81,socfb-CMU,0.03009075,0.050788091,0.058430186,0.099028817,0.251552301,0.275433848,0.217799713,0.069097278,0.001910524,-4.30168,-4.30168,-2.62044,-2.78317,-3.82456,-3.12559,-3.69962,-4.30168,-0.655866,-0.383231,-0.987182,-1.16306,-1.20028,-1.23685,-2.6889,-1.73348,-1.80753,-2.56132,-1.87032,-3.60271,-2.45042,-3.09756,-2.30605,-2.46917,-3.39859,-2.92147,-4.00065,-3.82456,-3.60271,2.1968
82,socfb-Colgate88,0.012718131,0.017154688,0.027506655,0.049689441,0.200532387,0.342206448,0.321502514,0.058266785,0.00029577,-3.82456,-4.30168,-2.56132,-2.75761,-4.00065,-2.7702,-3.69962,-4.30168,-0.642716,-0.400495,-1.05371,-1.16338,-1.14513,-1.2276,-2.51635,-1.63051,-1.76135,-2.3774,-1.78713,-3.26029,-2.31045,-3.07123,-2.3932,-2.50929,-3.18774,-3.00065,-3.45658,-3.52353,-4.00065,2.4808
83,socfb-Columbia2,0.051602886,0.071604713,0.068316741,0.0884099,0.21234816,0.277559594,0.239108594,0.063567449,0.002465979,-4.30168,-4.30168,-3.26029,-2.55349,-4.30168,-4.00065,-4.00065,-4.30168,-1.46599,-0.718822,-0.189713,-1.79518,-2.02522,-1.07715,-3.45658,-2.40959,-2.17783,-3.09756,-2.6889,-4.00065,-3.30168,-4.00065,-3.30168,-3.60271,-3.82456,-3.60271,-4.30168,-4.30168,-4.30168,2.3846
84,socfb-Cornell5,0.028787964,0.041909394,0.047282394,0.082913862,0.226570895,0.288049318,0.251569481,0.086363893,0.001922968,-4.30168,-4.30168,-3.2225,-3.02293,-4.00065,-3.69962,-4.30168,-4.30168,-1.16054,-0.532008,-0.267012,-1.74538,-1.85608,-1.33979,-3.45658,-2.25246,-2.34264,-3.09756,-2.50234,-3.69962,-3.39859,-3.82456,-3.2225,-3.30168,-3.82456,-3.82456,-4.30168,-4.30168,-4.30168,2.8374
85,socfb-Dartmouth6,0.043676572,0.061921216,0.059295093,0.087353144,0.208154803,0.269661368,0.259295093,0.072563925,0.001520387,-4.00065,-4.00065,-2.46283,-2.66821,-4.00065,-2.92147,-3.52353,-4.30168,-0.612195,-0.35636,-1.02822,-1.23647,-1.29308,-1.30038,-2.74538,-1.74058,-1.91075,-2.62044,-1.97946,-3.30168,-2.46917,-3.39859,-2.67843,-2.69962,-3.69962,-2.95926,-3.45658,-3.82456,-4.00065,2.294
86,socfb-Duke14,0.027414593,0.044601434,0.043019823,0.069063686,0.176613243,0.237979755,0.303669338,0.136756643,0.003163222,-4.30168,-4.30168,-2.62958,-2.90374,-4.00065,-3.30168,-4.30168,-4.30168,-0.651082,-0.395454,-0.778846,-1.2772,-1.27433,-1.31986,-2.73348,-1.83481,-1.9774,-2.57741,-1.96124,-3.69962,-2.75761,-3.52353,-2.46917,-2.69962,-3.69962,-3.07123,-4.00065,-3.60271,-4.00065,3.2176
87,socfb-Emory27,0.027000422,0.043313177,0.04514133,0.071579243,0.204050063,0.275348052,0.292223316,0.08929827,0.001125018,-4.30168,-4.30168,-2.53825,-2.78317,-4.30168,-2.95926,-3.52353,-4.00065,-0.618544,-0.384806,-1.00545,-1.21925,-1.22178,-1.28507,-2.71062,-1.72076,-1.77793,-2.45042,-1.8438,-3.60271,-2.43836,-3.07123,-2.37226,-2.51635,-3.26029,-3.00065,-3.60271,-3.39859,-4.00065,2.4636
88,socfb-FSU53,0.020995393,0.03957405,0.055245072,0.105014727,0.279774941,0.273619817,0.204289706,0.067366513,0.00151046,-4.30168,-4.30168,-2.61148,-2.85452,-4.30168,-3.39859,-4.30168,-4.30168,-0.634041,-0.3571,-0.817666,-1.288,-1.32763,-1.39535,-3.30168,-2.10578,-2.07896,-2.74538,-2.13436,-4.00065,-3.04641,-3.45658,-2.52353,-2.81032,-3.60271,-3.2225,-4.30168,-3.69962,-4.30168,2.2492
89,socfb-Georgetown15,0.029261237,0.039385848,0.040387183,0.06975968,0.189808634,0.290720961,0.302403204,0.082554517,0.003115265,-4.30168,-4.30168,-2.67843,-3.07123,-4.30168,-3.26029,-3.69962,-4.30168,-0.617644,-0.356065,-0.966022,-1.27802,-1.28548,-1.30299,-2.65823,-1.74417,-1.91787,-2.51635,-2.0842,-3.26029,-2.58568,-3.60271,-2.67843,-2.85452,-3.52353,-3.09756,-3.82456,-3.69962,-4.30168,2.6412
90,socfb-GWU54,0.028536838,0.045399516,0.049723279,0.09045313,0.237720512,0.298685576,0.245503286,0.056727776,0.00164303,-4.30168,-4.30168,-2.60271,-2.87032,-4.00065,-3.30168,-4.30168,-4.30168,-0.755385,-0.406093,-0.570173,-1.41014,-1.44314,-1.28842,-2.93995,-1.94185,-2.11416,-2.82456,-2.28465,-3.60271,-2.79653,-3.69962,-2.85452,-3.09756,-3.82456,-3.69962,-4.30168,-4.30168,-4.30168,2.2086
91,socfb-Hamilton46,0.014738723,0.02411791,0.026797678,0.062974542,0.208575257,0.360875391,0.287181778,0.047342564,0.000893256,-4.30168,-4.30168,-2.38787,-2.63892,-3.82456,-2.73348,-3.82456,-4.30168,-0.671457,-0.425694,-1.0787,-1.12328,-1.12472,-1.15462,-2.3932,-1.58401,-1.61594,-2.32396,-1.72649,-3.26029,-2.20477,-2.93995,-2.28884,-2.36718,-2.97946,-2.67843,-3.39859,-3.45658,-4.00065,2.2252
92,socfb-Harvard1,0.046305419,0.067628431,0.06312456,0.08747361,0.1591133,0.186629134,0.262209711,0.183040113,0.008937368,-4.30168,-4.30168,-2.79653,-3.18774,-4.30168,-3.60271,-3.82456,-4.30168,-0.555125,-0.35705,-1.18276,-1.23017,-1.24174,-1.39427,-2.64847,-1.69102,-1.91075,-2.54581,-1.97946,-4.00065,-2.50929,-3.26029,-2.69962,-2.7219,-3.60271,-3.30168,-4.00065,-3.82456,-4.00065,4.0164
93,socfb-Haverford76,0.012203877,0.020818378,0.030150754,0.073941134,0.221105528,0.343862168,0.279971285,0.055994257,0,-3.82456,-4.30168,-2.35229,-2.73348,-3.69962,-2.81032,-3.69962,-3.82456,-0.688579,-0.47632,-1.26585,-1.02775,-1.09567,-1.16719,-2.22613,-1.40131,-1.42836,-2.08949,-1.55349,-2.95926,-1.9774,-2.57741,-2.05371,-2.07379,-2.66821,-2.62958,-3.34744,-3.18774,-3.82456,2.298
94,socfb-Howard90,0.022744895,0.03670199,0.04109589,0.069268545,0.191780822,0.25846472,0.290514345,0.131558542,0.003876971,-4.30168,-4.30168,-2.7702,-2.93995,-4.30168,-3.52353,-4.30168,-4.30168,-0.710171,-0.418872,-0.871445,-1.17848,-1.2595,-1.10412,-2.48877,-1.53527,-1.69209,-2.43245,-1.87844,-3.12559,-2.32855,-2.85452,-2.51635,-2.39859,-3.15555,-2.87032,-3.60271,-3.69962,-4.30168,3.322
95,socfb-Indiana,0.019019931,0.033346177,0.040912116,0.080247995,0.22820414,0.288101159,0.25955375,0.089985639,0.002066622,-4.30168,-4.30168,-2.69962,-2.73348,-4.30168,-3.69962,-4.30168,-4.30168,-0.554114,-0.334554,-1.01076,-1.35474,-1.31179,-1.48544,-3.07123,-2.12559,-2.11135,-2.93995,-2.15555,-4.30168,-2.90374,-3.52353,-2.53825,-3.04641,-4.00065,-3.30168,-4.00065,-4.00065,-4.30168,2.666
96,socfb-Indiana69,0.01950485,0.033371853,0.040900655,0.080225514,0.228140211,0.28802045,0.259481038,0.08996043,0.002066043,-4.30168,-4.30168,-2.74538,-2.90374,-4.00065,-3.69962,-4.30168,-4.30168,-0.592411,-0.327676,-0.950465,-1.34121,-1.33742,-1.42894,-3.18774,-2.09486,-2.1227,-2.87032,-2.21178,-4.00065,-3.34744,-3.52353,-2.4955,-3.07123,-3.69962,-3.18774,-4.30168,-3.82456,-4.30168,2.6868
97,socfb-JMU79,0.014864665,0.026919095,0.038529803,0.093847064,0.290267712,0.345437066,0.196716462,0.033279101,0.000665582,-3.69962,-4.30168,-2.81032,-2.71062,-4.30168,-3.45658,-4.30168,-4.30168,-0.905307,-0.516778,-0.35156,-1.57009,-1.58318,-1.3078,-3.15555,-2.2189,-2.3332,-2.95926,-2.45658,-4.00065,-3.2225,-3.82456,-2.74538,-3.09756,-4.30168,-3.69962,-4.30168,-4.30168,-4.30168,1.997
98,socfb-JohnsHopkins55,0.040311029,0.057090239,0.068139963,0.092285656,0.241661551,0.278698588,0.2211991,0.059750358,0.000818498,-4.30168,-4.30168,-2.61148,-2.7702,-3.82456,-3.34744,-4.00065,-4.30168,-0.662394,-0.399787,-0.965421,-1.15154,-1.1736,-1.24707,-2.64847,-1.66519,-1.74297,-2.3932,-1.80475,-3.52353,-2.3826,-3.30168,-2.31491,-2.4955,-3.2225,-3.00065,-3.69962,-4.00065,-4.00065,2.0982
99,socfb-Lehigh96,0.015273478,0.029308566,0.044169247,0.08875129,0.23880289,0.311661507,0.269349845,0.049535604,0.000619195,-4.00065,-4.30168,-2.53825,-2.66821,-4.00065,-2.78317,-4.30168,-4.30168,-0.675341,-0.46523,-0.728229,-1.25324,-1.23722,-1.12472,-2.61148,-1.76765,-1.77793,-2.45658,-1.97127,-4.00065,-2.48877,-3.09756,-2.29736,-2.67843,-3.45658,-3.04641,-3.82456,-3.45658,-4.30168,2.0864
100,socfb-Maine59,0.029738906,0.051047887,0.073293525,0.129024704,0.320571362,0.30172111,0.1409671,0.015103618,0.000351247,-4.00065,-4.30168,-2.37226,-2.79653,-4.30168,-2.93995,-4.30168,-4.00065,-0.637603,-0.355327,-0.819665,-1.34599,-1.33133,-1.39481,-3.02293,-1.89856,-2.06868,-2.79653,-2.14634,-3.69962,-2.75761,-3.45658,-2.62044,-3.07123,-3.82456,-3.18774,-3.82456,-3.82456,-4.00065,1.6038
101,socfb-Maryland58,0.027934936,0.041927662,0.054354415,0.108961406,0.265255607,0.286118408,0.218630026,0.050212164,0.000909275,-4.30168,-4.30168,-3.07123,-2.93995,-4.30168,-3.34744,-4.30168,-4.30168,-0.936193,-0.51928,-0.314999,-1.68363,-1.67843,-1.43955,-3.52353,-2.31941,-2.3826,-3.12559,-2.46283,-3.60271,-3.39859,-3.82456,-2.87032,-3.34744,-3.82456,-3.52353,-3.82456,-4.00065,-4.30168,2.1432
102,socfb-Mich67,0.033208201,0.06757147,0.104822408,0.184810858,0.355183367,0.227837135,0.097892001,0.010973145,0,-3.69962,-4.30168,-2.31045,-2.6889,-3.82456,-3.02293,-4.30168,-4.30168,-0.671355,-0.386123,-1.07948,-1.10856,-1.16559,-1.22105,-2.74538,-1.70839,-1.69423,-2.43245,-1.78317,-3.52353,-2.36718,-3.09756,-2.28049,-2.61148,-3.09756,-2.74538,-4.00065,-3.82456,-3.69962,1.4842
103,socfb-Michigan23,0.029424113,0.048387097,0.060737527,0.102721993,0.240780911,0.27072983,0.224686866,0.07483731,0.002449094,-4.30168,-4.30168,-2.6889,-2.82456,-4.30168,-3.69962,-4.30168,-4.30168,-0.655375,-0.349955,-0.750475,-1.35868,-1.40959,-1.4272,-2.95926,-2.06868,-2.11984,-2.78317,-2.2335,-3.82456,-2.92147,-3.45658,-2.69962,-3.04641,-3.69962,-3.30168,-3.69962,-4.00065,-4.00065,2.4542
104,socfb-Middlebury45,0.020663957,0.034552846,0.046747967,0.070121951,0.192073171,0.347222222,0.280826558,0.049457995,0,-3.69962,-4.30168,-2.61148,-2.78317,-4.00065,-3.02293,-4.00065,-4.30168,-0.604539,-0.417622,-1.21461,-1.11219,-1.11303,-1.24783,-2.51635,-1.57741,-1.68468,-2.32396,-1.73939,-3.45658,-2.21532,-3.15555,-2.29736,-2.42662,-3.18774,-2.87032,-3.52353,-3.45658,-4.30168,2.205
105,socfb-Mississippi66,0.016133792,0.02843089,0.042302017,0.073290703,0.189375307,0.228234137,0.266601082,0.181505165,0.009149041,-4.30168,-4.30168,-2.59411,-2.95926,-4.30168,-3.30168,-4.30168,-4.30168,-0.682379,-0.399624,-0.890061,-1.17914,-1.202,-1.20373,-2.59411,-1.70399,-1.78846,-2.39859,-1.8592,-3.60271,-2.50929,-3.30168,-2.3332,-2.62044,-3.60271,-3.02293,-3.60271,-3.69962,-4.30168,4.8672
106,socfb-MIT,0.044932601,0.060076552,0.068230987,0.092028624,0.226992844,0.258112831,0.232318189,0.07988018,0.00282909,-4.30168,-4.30168,-2.56132,-2.73348,-4.30168,-2.93995,-4.00065,-4.30168,-0.62517,-0.390523,-1.11079,-1.13348,-1.18276,-1.2276,-2.62958,-1.70508,-1.75637,-2.37226,-1.80753,-3.52353,-2.3932,-3.2225,-2.34264,-2.48877,-3.45658,-3.07123,-3.60271,-3.39859,-3.82456,2.4182
107,socfb-MIT8,0.050082919,0.060862355,0.067993367,0.091708126,0.226202322,0.25721393,0.231509121,0.07960199,0.002819237,-4.00065,-4.30168,-2.71062,-2.93995,-4.00065,-3.15555,-4.00065,-4.30168,-0.628568,-0.381088,-1.10689,-1.16306,-1.18541,-1.22178,-2.62044,-1.67432,-1.79248,-2.40959,-1.83039,-3.52353,-2.36718,-3.15555,-2.36216,-2.61148,-3.26029,-2.90374,-3.82456,-3.69962,-4.30168,2.4806
108,socfb-MSU24,0.023497339,0.040179151,0.053745294,0.102946904,0.288426587,0.297773595,0.196773984,0.046378035,0.001006102,-4.30168,-4.30168,-2.73348,-2.92147,-4.30168,-3.34744,-4.30168,-4.30168,-0.662493,-0.386387,-0.705084,-1.33041,-1.34169,-1.40903,-2.97946,-1.90548,-2.03923,-2.65823,-2.18441,-3.45658,-2.63892,-3.2225,-2.55349,-3.09756,-3.45658,-3.34744,-3.69962,-3.69962,-4.00065,2.0856
109,socfb-MU78,0.015803631,0.028446537,0.039677202,0.07726967,0.23739072,0.296973773,0.270342972,0.071553463,0.000605245,-4.30168,-4.30168,-2.51635,-2.73348,-4.00065,-3.18774,-4.30168,-4.00065,-0.519926,-0.361812,-1.19651,-1.23722,-1.22686,-1.39805,-2.93995,-1.97946,-2.09486,-2.6889,-2.1227,-4.00065,-2.69962,-3.52353,-2.50929,-3.12559,-3.60271,-3.34744,-3.82456,-4.00065,-4.00065,2.3516
27,socfb-nips-ego,99.64285714,3.142857143,0,0,0,0.107142857,0.071428571,0.107142857,0.071428571,-3.60271,-4.30168,-4.30168,-1.71397,-4.30168,-3.82456,-4.30168,-4.30168,-4.30168,-2.04161,-0.0180406,-2.65823,-4.30168,-2.11416,-4.30168,-4.30168,-3.02293,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,1.1672
110,socfb-Northeastern19,0.027493508,0.056743547,0.076294486,0.122651596,0.310676646,0.300672064,0.147548495,0.017565297,0.000534596,-3.45658,-4.30168,-2.45658,-2.58568,-4.30168,-3.12559,-4.30168,-4.30168,-0.615045,-0.332871,-0.898389,-1.36067,-1.37585,-1.39697,-2.97946,-1.99205,-2.0842,-2.83928,-2.17783,-4.30168,-2.74538,-3.39859,-2.75761,-3.07123,-3.69962,-3.52353,-4.00065,-3.82456,-4.30168,1.7218
111,socfb-Northwestern25,0.028497667,0.044384867,0.047959488,0.077549399,0.191837951,0.258067719,0.295204051,0.104160461,0.00158872,-4.30168,-4.30168,-2.78317,-2.67843,-3.82456,-3.52353,-4.00065,-4.00065,-0.765754,-0.412828,-0.589621,-1.33413,-1.40296,-1.24899,-2.97946,-1.91251,-2.00942,-2.7702,-2.11699,-4.30168,-2.81032,-3.39859,-2.74538,-3.00065,-3.69962,-3.52353,-3.82456,-4.00065,-4.30168,2.7552
112,socfb-NotreDame57,0.016934656,0.026684913,0.037033869,0.07517961,0.216643859,0.289941841,0.301830311,0.073811153,0.001539514,-4.30168,-4.30168,-2.57741,-2.65823,-4.00065,-3.82456,-4.30168,-4.30168,-0.688685,-0.35156,-0.700273,-1.45907,-1.44859,-1.34026,-2.90374,-1.95338,-2.20477,-2.79653,-2.31941,-4.00065,-2.95926,-3.45658,-2.83928,-3.18774,-3.82456,-3.52353,-3.82456,-4.00065,-4.30168,2.4794
113,socfb-NYU9,0.037614634,0.055318523,0.062968957,0.101024962,0.274091511,0.29812172,0.193909078,0.03785984,0.002255897,-4.30168,-4.30168,-2.71062,-2.52353,-4.30168,-3.18774,-4.00065,-4.30168,-0.838834,-0.376163,-0.506218,-1.52208,-1.62682,-1.37585,-3.15555,-2.15867,-2.30168,-3.02293,-2.38787,-4.00065,-3.18774,-3.52353,-3.00065,-3.18774,-4.00065,-3.52353,-3.82456,-3.82456,-4.30168,1.9934
114,socfb-Oberlin44,0.022537259,0.041075972,0.065794257,0.109414758,0.287895311,0.3304253,0.181025082,0.023264268,0,-4.30168,-4.30168,-2.30605,-2.67843,-3.82456,-2.97946,-3.60271,-4.00065,-0.63125,-0.382394,-1.09324,-1.15898,-1.21001,-1.24554,-2.54581,-1.61148,-1.79114,-2.39859,-1.86077,-3.39859,-2.42087,-3.07123,-2.3826,-2.59411,-3.2225,-3.2225,-3.69962,-4.30168,-4.30168,1.7146
115,socfb-Oklahoma97,0.023099538,0.036779264,0.050278994,0.086278274,0.226915462,0.230395392,0.233215336,0.150776984,0.007739845,-4.30168,-4.30168,-2.85452,-2.90374,-4.30168,-3.52353,-4.30168,-4.30168,-0.713073,-0.403559,-0.648565,-1.34026,-1.31134,-1.32717,-2.85452,-1.89344,-1.9774,-2.73348,-2.07896,-4.00065,-2.83928,-3.30168,-2.60271,-2.83928,-3.52353,-3.2225,-4.00065,-4.00065,-3.82456,4.0828
116,socfb-OR,0.12434426,0.193256605,0.161876451,0.167249547,0.201395733,0.107032715,0.045242107,0.00691508,0.000413315,-4.00065,-4.30168,-2.44435,-2.56929,-4.30168,-3.60271,-4.30168,-4.30168,-0.750719,-0.345849,-0.706957,-1.31401,-1.40736,-1.3346,-3.07123,-2.05617,-2.01612,-2.93995,-2.17458,-4.30168,-2.90374,-3.26029,-2.55349,-3.02293,-3.69962,-3.02293,-3.69962,-3.82456,-3.82456,1.3488
117,socfb-Penn94,0.027170042,0.049226621,0.064872291,0.114302432,0.286353923,0.288821614,0.187264679,0.036888165,0.001780808,-4.30168,-4.30168,-2.74538,-2.58568,-4.30168,-3.60271,-3.82456,-4.30168,-1.23164,-0.530682,-0.233495,-1.96322,-2.06113,-1.54201,-3.82456,-2.50234,-2.45042,-3.52353,-2.87032,-4.00065,-3.82456,-4.00065,-3.82456,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,-4.30168,2.167
118,socfb-Pepperdine86,0.029268293,0.046341463,0.046341463,0.0625,0.203963415,0.278658537,0.294207317,0.087804878,0.001219512,-4.30168,-4.30168,-2.44435,-2.53083,-3.82456,-2.83928,-3.82456,-4.30168,-0.641575,-0.426388,-1.13792,-1.10302,-1.16878,-1.18607,-2.3826,-1.53527,-1.62958,-2.31045,-1.72881,-3.26029,-2.24478,-2.78317,-2.20131,-2.28465,-2.88671,-2.7702,-3.2225,-3.26029,-3.69962,2.5446
119,socfb-Princeton12,0.031284739,0.04367159,0.048435763,0.087184374,0.190884548,0.266952517,0.282197872,0.096077497,0.000794029,-4.30168,-4.30168,-2.71062,-3.04641,-4.00065,-3.26029,-4.00065,-4.00065,-0.561081,-0.379579,-1.21248,-1.17881,-1.19447,-1.34312,-2.55349,-1.66021,-1.80614,-2.50234,-1.90898,-3.60271,-2.3774,-3.26029,-2.51635,-2.69962,-3.39859,-3.12559,-3.69962,-4.00065,-4.00065,2.5836
120,socfb-Reed98,0.038845727,0.052164262,0.096559378,0.184239734,0.392896781,0.238623751,0.061043285,0.003329634,0,-4.30168,-4.30168,-2.17458,-2.35229,-3.45658,-2.51635,-3.45658,-3.69962,-0.745258,-0.453369,-0.991625,-1.09109,-1.18045,-1.1033,-2.43836,-1.44375,-1.50511,-2.2189,-1.65137,-3.18774,-2.02065,-2.83928,-2.32855,-2.26425,-2.93995,-2.7219,-3.12559,-3.60271,-4.30168,1.4002
121,socfb-Rice31,0.020684372,0.034729316,0.034729316,0.066905005,0.211184883,0.29979571,0.288304392,0.086057201,0.001276813,-4.30168,-4.30168,-2.54581,-3.07123,-3.82456,-2.83928,-3.69962,-3.82456,-0.607602,-0.40543,-1.18177,-1.12995,-1.11247,-1.25911,-2.57741,-1.61773,-1.7219,-2.40959,-1.76512,-3.69962,-2.3932,-3.2225,-2.28884,-2.51635,-3.26029,-2.90374,-4.00065,-3.60271,-4.00065,2.621
122,socfb-Rochester38,0.017836725,0.036359479,0.046421221,0.087125543,0.267322204,0.331351475,0.219528928,0.037274182,0.000228676,-4.30168,-4.30168,-2.62958,-2.6889,-3.82456,-3.07123,-3.82456,-4.30168,-0.722927,-0.429933,-0.712514,-1.26266,-1.26266,-1.14878,-2.7702,-1.73348,-1.84836,-2.40959,-1.94757,-3.52353,-2.52353,-3.45658,-2.4955,-2.81032,-3.52353,-3.04641,-4.00065,-4.00065,-4.30168,2.0144
